Freq	Type
9	neigh
9	nine
9	light
9	clip
9	cup
9	house
9	hang
9	great
9	funny
9	chick
9	build
9	bounce
9	barn
9	under
8	zipper
8	we've
8	words
8	wet
8	warm
8	tough
8	soap
8	sir
8	sock
8	wrong
8	run
8	pie
8	moo
8	makes
8	must
8	low
8	lie
8	clean
8	kind
8	ear
8	itch
8	haven't
8	feel
8	fur
8	m
8	drink
8	they'd
8	dad
8	bring
8	bright
8	been
8	bell
8	bug
8	barking
8	bark
7	while
7	very
7	tippy
7	ty
7	tongue
7	stand
7	squish
7	she's
7	shop
7	seven
7	said
7	rain
7	rock
7	place
7	page
7	nothing
7	lost
7	quack
7	jack
7	whole
7	honey
7	happened
7	green
7	phones
7	fast
7	beep
7	beads
7	burp
7	bike
6	ones
6	sheet
6	shirt
6	never
6	mam
6	long
6	lock
6	quite
6	cool
6	clothes
6	climb
6	case
6	hit
6	hip
6	hell
6	horsie
6	hot
6	hop
6	ground
6	grass
6	frog
6	feels
6	fence
6	aid
6	drop
6	dirty
6	ducks
6	duck
6	break
6	bib
6	bake
6	birthday
6	bed
6	bub
6	inside
6	our
6	as
5	you've
5	wide
5	once
5	wand
5	uhhuh
5	treat
5	truck
5	today
5	tore
5	smell
5	slow
5	squeaks
5	sill
5	rolls
5	rattle
5	plant
5	peek
5	neck
5	knocked
5	moon
5	mkay
5	me's
5	maybe
5	mike
5	ma
5	looked
5	lip
5	late
5	lunch
5	lot
5	couldn't
5	chris
5	cold
5	catch
5	cart
5	joe
5	excuse
5	hope
5	heart
5	grinch
5	giving
5	gate
5	fruit
5	fork
5	ever
5	elmo
5	elephant
5	egg
5	dry
5	chest
5	broke
5	blue
5	bears
5	bite
5	bow
4	win
4	tip
4	touch
4	seuss
4	stinker
4	start
4	soiled
4	sleep
4	sigh
4	sound
4	song
4	sand
4	sorry
4	rays
4	pop
4	needs
4	nails
4	knock
4	leaves
4	legos
4	lips
4	lick
4	later
4	layed
4	lights
4	likes
4	last
4	lap
4	quick
4	keys
4	cakes
4	corn
4	cord
4	jill
4	giraffe
4	jug
4	jacks
4	eats
4	hungry
4	game
4	god
4	fan
4	diaper
4	daddy
4	dock
4	cheese
4	brown
4	both
4	bone
4	bead
4	bunch
4	ago
3	used
3	wing
3	wind's
3	willy
3	wake
3	white
3	wore
3	walking
3	trees
3	tall
3	tub
3	tap
3	sticks
3	step
3	star
3	spoon
3	snap
3	small
3	smart
3	slipper
3	squash
3	school
3	sing
3	sheets
3	shelf
3	shine
3	shorts
3	set
3	soft
3	rip
3	really
3	ray
3	ride
3	rug
3	rash
3	wrap
3	rabbit
3	plays
3	plug
3	paper
3	pump
3	part
3	pod
3	neat
3	num
3	milk
3	men
3	mine
3	magnets
3	leap
3	liked
3	locked
3	cookies
3	cloth
3	clock
3	cows
3	couch
3	corner
3	call
3	cut
3	caught
3	cars
3	card
3	car
3	cough
3	joseph
3	gee
3	jig
3	junk
3	hoot
3	hairs
3	half
3	goose
3	grapes
3	gave
3	girls
3	garbage
3	food
3	flip
3	fin
3	faye
3	fourth
3	dropped
3	dan
3	don
3	chickie
3	bracelet
3	bowl
3	bless
3	beach
3	bigger
3	behind
3	board
3	bumped
3	bad
3	us
3	arms
2	yours
2	yay
2	yard
2	whew
2	ways
2	world
2	web
2	wipe
2	washed
2	oopsie
2	tweet
2	tool
2	tush
2	true
2	thirteen
2	thumb
2	takes
2	tear
2	telephone
2	tight
2	type
2	times
2	tired
2	town
2	tower
2	tom
2	swing
2	suit
2	stew
2	street
2	stink
2	stair
2	store
2	stops
2	spray
2	spit
2	spout
2	smells
2	smile
2	squeeze
2	squeak
2	skin
2	skies
2	ship
2	shaking
2	shade
2	shy
2	sunny
2	rings
2	rescue
2	remember
2	rabbits
2	putting
2	plums
2	plum
2	peanut
2	pink
2	pain
2	pen
2	pow
2	pot
2	near
2	naughty
2	none
2	mess
2	microphone
2	months
2	mark
2	lemme
2	loud
2	love
2	lamp
2	cookie
2	christmas
2	crisscross
2	crib
2	cry
2	crown
2	crash
2	keeps
2	course
2	cardboard
2	jay
2	jumping
2	jog
2	even
2	hook
2	heat
2	he'll
2	hill
2	how's
2	hung
2	hundred
2	hugs
2	hasn't
2	having
2	hats
2	hog
2	grip
2	gray
2	grand
2	grandma
2	gift
2	guy
2	gum
2	fridge
2	friends
2	front
2	flash
2	finish
2	forget
2	fetch
2	eggs
2	doing
2	dressed
2	dress
2	drawer
2	drum
2	dough
2	doors
2	doggies
2	dab
2	darn
2	boogie
2	bush
2	blankie
2	beat
2	beans
2	bill
2	basement
2	baker's
2	ben
2	began
2	bath
2	basket
2	i've
2	eyeglass
2	umbrella
2	oven
2	angle
2	ali
1	zippers
1	ewie
1	yeps
1	yummy
1	wool
1	wheels
1	wig
1	works
1	word
1	wonder
1	whadd
1	wasn't
1	ubb's
1	twelve
1	twos
1	tools
1	tree
1	tray
1	tried
1	trough
1	trash
1	track
1	told
1	tin
1	thin
1	taking
1	tells
1	together
1	towels
1	tuck
1	tugged
1	tar
1	top
1	sweets
1	sweat
1	stood
1	stroll
1	straight
1	stretch
1	stones
1	stole
1	stack
1	speeds
1	spin
1	spell
1	spot
1	snow's
1	sneezed
1	snot
1	smush
1	sleeps
1	slam
1	squished
1	seen
1	seems
1	seek
1	seeds
1	shook
1	sugar
1	shouldn't
1	shaked
1	share
1	chef
1	same
1	surprise
1	seconds
1	size
1	supposed
1	sounds
1	sauce
1	sorts
1	sang
1	rolled
1	reading
1	record
1	roar
1	rough
1	raggedy
1	pushed
1	poor
1	prince
1	press
1	probably
1	plate
1	pit
1	pinched
1	picture
1	purse
1	perfume
1	pet
1	pipe
1	posy
1	pour
1	pants
1	pan
1	pack
1	parked
1	only
1	news
1	noisy
1	notes
1	nopes
1	north
1	number
1	nap
1	music
1	meal
1	ms
1	missy
1	mails
1	mind
1	mattress
1	loons
1	leave
1	lean
1	licks
1	lift
1	lady
1	learned
1	lime
1	lawn
1	loves
1	lots
1	large
1	quilt
1	cooled
1	cushions
1	cruise
1	crawl
1	crumbs
1	clips
1	click
1	clown
1	closet
1	cave
1	care
1	carrot
1	calf
1	join
1	jeans
1	jim's
1	hose
1	hers
1	hurry
1	hens
1	heads
1	hush
1	huff
1	harmless
1	harder
1	goof
1	gross
1	grow
1	greats
1	grab
1	gold
1	gifts
1	gummies
1	full
1	fro
1	fresh
1	friend
1	frogs
1	flew
1	flowers
1	flop
1	finger
1	fix
1	figured
1	fair
1	felt
1	falls
1	fan's
1	farm
1	age
1	elves
1	edge
1	f
1	drawers
1	drank
1	they'll
1	days
1	dead
1	dive
1	died
1	design
1	dum
1	double
1	dogs
1	dada
1	cheek
1	chips
1	chase
1	breeze
1	brilliant
1	bray
1	boys
1	bo
1	black
1	beeps”
1	built
1	birds
1	bouncing
1	balls
1	bumblebees
1	bank
1	banged
1	band
1	bar
1	bog
1	ice
1	owl
1	hours
1	ouch
1	orange
1	apple
1	actually
