	(u'aa',)	(u'ae',)	(u'ah',)	(u'ao',)	(u'aw',)	(u'ax',)	(u'ay',)	(u'b',)	(u'ch',)	(u'd',)	(u'dh',)	(u'eh',)	(u'er',)	(u'ey',)	(u'f',)	(u'g',)	(u'hh',)	(u'ih',)	(u'iy',)	(u'jh',)	(u'k',)	(u'l',)	(u'm',)	(u'n',)	(u'ng',)	(u'ow',)	(u'oy',)	(u'p',)	(u'r',)	(u's',)	(u'sh',)	(u't',)	(u'th',)	(u'uh',)	(u'uw',)	(u'v',)	(u'w',)	(u'y',)	(u'z',)
(u'l',)	0.0623	1	0.0	0.0	0.0	0.0830666666667	0.4984	1	0	0.269966666667	1	0.0276888888889	0.0	0.0	0.0830666666667	0.2492	0.3738	0.0830666666667	0.0	0.4984	0.0623	0.9968	0	0	0	0.415333333333	0	0	0	0.4984	1	0.0830666666667	0.0	0.0	0.0	0	1	1	0.0
(u'm',)	0.1246	0.4361	0.0	0.0	0.0	0.1246	0.271854545455	1	0	1	0.581466666667	0	0	0.0	0.1246	0	0.3738	0.3738	0.0	0.2492	0.0623	0.9968	0	1	0	0	0	0.1869	0	0	0	0.0207666666667	0.0	0	0.0	0	0.8722	0	0.0
(u'n',)	0.1513	1	0	0.0	0	0.144422727273	1	1	0.0	0.125166363636	0.617808333333	0.176516666667	0.0	0.0	0.52955	0	0.264775	0.19858125	0.0	0.264775	0.52955	1	1	0	0	0.077875	0.0	0.794325	0.52955	0.42364	1	0.0129158536585	0.0	0	0.0	0.52955	1	1	0
(u'ng',)	0.4361	1	0	0	0.0	0.08176875	1	0	0.0	0	1	0	0.0	0	0	0	0.65415	0.65415	0	0.4361	0.0128264705882	0	0.545125	0	0	0	0	0	0	0	0	0.109025	0.0	0	0	0	1	0	0.0
(u'ow',)	0	1	0.0	0	0	0.3738	1	0.415333333333	0	1	0.69776	0	0	0	0.2492	0	0.2492	0.3738	0	0	0.1246	0.4984	0.415333333333	0.15575	0	0	0	0.3738	0.4984	1	1	0.0415333333333	0	0	0	0.2492	0.69776	1	0.0
(u'oy',)	0	1	0	0.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.46725	0	0	0	0	0	0	0	0.09345	0	0	0	0	0	0	0.0
(u'p',)	0.015575	0.145366666667	0.0	0.0	0	0.0103833333333	0	0	0	0	0	0.0077875	0.0	0.0	0	0	0	0.01869	0	0	0	0.0415333333333	0	0	0	0	0.0	0	0.00692222222222	0.2492	0	0.015575	0	0.0	0.0	0	0.4361	0	0
(u'r',)	0.09345	0.26166	0.0	0.0	0	0.04005	0.4984	1	0	0.8099	0.65415	0.046725	0	0.0	0.1869	0.1869	0.1869	0.0623	0.0	0.3738	0.1869	1	0.233625	0.9345	0	0.3115	0	0	0.3738	0.2492	1	0.03738	0.0	0	0.0	0	0.8722	1	0.0
(u's',)	0.84105	1	0.0	0.0	0.0	0.1261575	0	1	0.0	0	1	0.060075	0.0	0.0	0.2102625	0	0	0.36045	0.0	1	0.10513125	1	1	1	0	0.382295454545	0	0.229377272727	1	1	1	0.0365673913043	0.0	0	0	0	1	0	0
(u'sh',)	0	0	0	0	0	0.0233625	0	0	0	0	0	0.03115	0.0	0	0	0	0.09345	0.03115	0.0	0	0.03115	0	0	0	0	0.15575	0	0	0.0623	0	0	0	0	0.0	0	0	0	0	0
(u't',)	0.1335	1	0.0	0.0	0.0	0.0229795081967	0.5607	0.9345	0	1	0.40884375	0.0519166666667	0.0	0.0	0.1168125	0.1168125	0.127431818182	0.1168125	0.0	0	0.077875	0.534	0.77875	0.9345	0	0.5840625	0.0	1	0.233625	0.103833333333	1	0.0424772727273	0.0	0	0.0	0	0.545125	1	0
(u'th',)	0	0.0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0
(u'uh',)	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0
(u'uw',)	0	1	0	0.0	0	0.327075	0	0	0	0.944883333333	0.508783333333	0	0.0	0	0	0.21805	0.327075	0.109025	0	0	0.21805	0	0.363416666667	0.545125	0	0	0	0.21805	0	0.4361	1	0.03115	0	0	0	0.21805	0.339188888889	0.9267125	0.0
(u'v',)	0	0.4361	0.0	0.0	0	0.01869	0	0	0	0	0.145366666667	0.00389375	0.0	0	0	0	0.09345	0	0	0	0.03115	0	0.077875	0.15575	0	0	0	0.046725	0.0623	0.1246	0	0.03115	0	0	0	0	0.21805	0	0
(u'w',)	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
(u'y',)	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u'z',)	1	1	0	0	0.0	0.16198	1	1	0	1	0.8722	0.8099	0.0	0	0.40495	0.202475	0.16198	0.269966666667	0.0	1	0.202475	0.9256	0.674916666667	1	0	1	0	0.607425	0	1	1	0.1012375	0.0	0	0.0	0.202475	1	0	0
