Freq	Type
29	our
28	move
28	milk
28	cold
28	k
28	fix
27	through
27	only
27	mouth
27	cup
27	does
26	yet
26	raisin
26	night
26	phone
25	much
25	quack
25	cracker
25	clothes
25	house
25	friend
25	there's
25	bird
25	better
25	under
24	ya
24	stinky
24	start
24	she's
24	open
24	call
24	n
24	bag
24	orange
23	wide
23	vasie
23	toy
23	turn
23	real
23	please
23	long
23	hold
23	floor
23	ain't
23	deep
23	abc
22	wait
22	toys
22	sleepy
22	feel
22	s
22	bottle
21	ways
21	says
21	sun
21	puzzle
21	name
21	coffee
21	hey
21	cheese
20	whoops
20	sealie
20	potato
20	old
20	lee
20	isn't
20	hello
20	hug
20	chair
20	booboo
20	baebae
20	birth
20	abcs
19	taste
19	tear
19	moo
19	fish
19	fun
19	l
19	dirty
19	barbie
19	box
18	v
18	smell
18	six
18	leave
18	job
18	eight
18	dada
18	books
18	bring
18	bunny
17	swing
17	shoes
17	pants
17	made
17	lunch
17	cool
17	cookie
17	gave
17	food
17	done
17	as
16	uhuh
16	yellow
16	weepie
16	ten
16	touch
16	top
16	sure
16	said
16	pop
16	number
16	mine
16	learn
16	ease
16	fall
16	enough
16	act
15	steps
15	sister
15	run
15	poor
15	pay
15	nasty
15	juice
15	honey
15	hard
15	face
15	those
15	bite
15	bath
15	bad
14	yours
14	thirty
14	stairs
14	shoe
14	shirt
14	pamper
14	own
14	kinda
14	hit
14	hung
14	drink
14	duck
14	bread
13	won't
13	which
13	white
13	watch
13	silly
13	show
13	part
13	next
13	miss
13	must
13	mark
13	lady
13	jump
13	ear
13	hat
13	had
13	farm
13	doesn't
13	bleach
13	been
13	baker
13	belly
13	bounce
12	yuli
12	year
12	trash
12	press
12	noise
12	never
12	mean
12	money
12	mad
12	crazy
12	kiss
12	home
12	hurt
12	film
12	amen
12	ever
12	daughter
12	change
12	best
12	battery
12	uncle
11	yum
11	winnie
11	were
11	went
11	tweety
11	twenty
11	times
11	ring
11	rainbow
11	pan
11	most
11	many
11	monster
11	load
11	light
11	crawl
11	hope
11	he'll
11	grow
11	great
11	foot
11	finish
11	fast
11	days
11	balloon
11	butter
11	inside
11	ahead
10	world
10	whine
10	true
10	told
10	sick
10	circle
10	push
10	peanut
10	pen
10	nappie
10	mags
10	lion
10	last
10	comb
10	king
10	care
10	who's
10	hang
10	grass
10	glad
10	first
10	dog
10	chilly
10	birdie
10	along
10	after
9	weak
9	twelve
9	star
9	spoon
9	socks
9	rice
9	pooh
9	peepee
9	knick
9	listen
9	cry
9	fit
9	fell
9	funny
9	egg
9	dry
9	break
9	black
9	bible
9	until
9	alone
8	word
8	while
8	wall
8	washed
8	tickle
8	slide
8	shapes
8	sound
8	sauce
8	rings
8	rest
8	product
8	potatos
8	oink
8	nope
8	maybe
8	monkey
8	lay
8	left
8	life
8	quick
8	kids
8	half
8	holler
8	gone
8	duckie
8	babes
8	bear
8	bags
8	iron
8	every
8	ouch
7	yummy
7	works
7	wipe
7	oopsie
7	teeth
7	table
7	turtle
7	teddy
7	scream
7	scare
7	shirts
7	size
7	rock
7	prayer
7	nine
7	nas
7	meow
7	mister
7	close
7	kind
7	couch
7	jelly
7	jacket
7	it'll
7	heavy
7	full
7	early
7	dear
7	than
7	diaper
7	doggie
7	bought
7	awake
7	umbrella
7	o'clock
7	us
6	window
6	ew
6	seal
6	sugar
6	short
6	set
6	sense
6	sockie
6	reach
6	remote
6	wrap
6	pull
6	praise
6	purse
6	purple
6	perfect
6	pears
6	nap
6	mkay
6	may
6	messy
6	might
6	matter
6	lose
6	loads
6	lid
6	leg
6	lolo
6	quiet
6	crayon
6	crap
6	kid
6	kelly
6	combie
6	called
6	hairie
6	hut
6	grease
6	game
6	fill
6	fur
6	fan
6	though
6	daily
6	dollars
6	chicken
6	broke
6	bobo
6	byebye
6	above
6	order
6	oven
6	ask
5	zipper
5	yep
5	weasel
5	worship
5	walkie
5	uhhuh
5	took
5	trip
5	truck
5	toes
5	test
5	tank
5	tommy
5	straight
5	stick
5	spray
5	spin
5	snack
5	cereal
5	since
5	same
5	second
5	poopie
5	piece
5	pink
5	pillow
5	paper
5	pounds
5	older
5	neat
5	means
5	mail
5	mary
5	mam
5	mom
5	lou
5	low
5	later
5	loud
5	lot
5	queeka
5	quit
5	cook
5	kitten
5	contain
5	count
5	cover
5	cut
5	card
5	june
5	each
5	hooray
5	hide
5	gram
5	goes
5	freeze
5	friday
5	fifty
5	fifteen
5	found
5	fat
5	doing
5	dark
5	doll
5	doctor
5	brick
5	brush
5	blow
5	beanie
5	base
5	i'd
5	adult
5	aren't
5	aunt
5	arm
4	young
4	yucky
4	yams
4	wing
4	wind
4	wave
4	wow
4	warm
4	trees
4	train
4	toe
4	thursday
4	thirsty
4	tastes
4	towel
4	sweep
4	straw
4	spill
4	soap
4	slip
4	slobber
4	square
4	school
4	skirt
4	scared
4	seem
4	sort
4	psalm
4	roof
4	return
4	plants
4	pail
4	puppy
4	pump
4	mirror
4	mickey
4	men
4	mash
4	mop
4	lean
4	lazy
4	queekie
4	cream
4	kiki
4	kisses
4	karen
4	condo
4	junior
4	joy
4	johnny
4	hall
4	greek
4	greedy
4	grape
4	guess
4	fruit
4	free
4	fresh
4	fold
4	fly
4	flowers
4	fever
4	fairy
4	fight
4	fuzz
4	family
4	age
4	airplane
4	dryer
4	died
4	dum
4	dad
4	chime
4	bright
4	brother
4	blockies
4	beat
4	bill
4	believe
4	board
4	bus
4	bar
4	idea
4	ignore
4	animals
3	whoa
3	wish
3	winkle
3	waste
3	trouble
3	toilet
3	toast
3	tick
3	thought
3	taken
3	tore
3	taller
3	tough
3	tub
3	swim
3	suit
3	soon
3	stingy
3	step
3	story
3	stamp
3	spinach
3	spell
3	smile
3	small
3	slow
3	squeeze
3	sky
3	shrimp
3	shield
3	shift
3	shake
3	sale
3	seven
3	sent
3	send
3	sign
3	summer
3	sad
3	rule
3	wrote
3	remove
3	rip
3	rick
3	rays
3	range
3	ride
3	pookie
3	proud
3	pig
3	pile
3	past
3	pack
3	park
3	pond
3	neck
3	none
3	knob
3	mix
3	melt
3	machine
3	mousie
3	mouse
3	mount
3	mother
3	mag
3	matches
3	match
3	lip
3	lil
3	late
3	lord
3	laundry
3	london
3	lobster
3	christmas
3	crack
3	closet
3	clock
3	key
3	kitchen
3	came
3	corn
3	carry
3	kangaroo
3	camera
3	either
3	ichabod
3	holes
3	help
3	horse
3	hands
3	grown
3	grief
3	gold
3	glass
3	girded
3	guard
3	fridge
3	fry
3	fake
3	fine
3	end
3	drawer
3	dropped
3	disc
3	dishes
3	direct
3	diamond
3	dang
3	chew
3	cheers
3	chase
3	check
3	bridge
3	boil
3	both
3	blame
3	bless
3	busy
3	bake
3	bury
3	bust
3	bug
3	bub
3	barn
3	ice
3	ironed
3	unless
3	afraid
3	owl
3	answers
3	alpha
3	absolute
3	ah
2	yaya
2	whip
2	women
2	worth
2	worry
2	walters
2	vent
2	ubb's
2	twelfth
2	tools
2	treat
2	track
2	tigger
2	tape
2	tails
2	tightly
2	tight
2	tonya
2	street
2	steam
2	stitches
2	study
2	special
2	snakes
2	smack
2	screw
2	scottish
2	sip
2	shoot
2	shut
2	surprise
2	sir
2	several
2	sell
2	sexy
2	supplies
2	south
2	saw
2	such
2	sandals
2	sock
2	rosy
2	record
2	relax
2	rush
2	rough
2	rub
2	ran
2	rather
2	ramen
2	present
2	protect
2	pose
2	pole
2	plus
2	plastic
2	plant
2	picked
2	pick
2	pain
2	paid
2	person
2	pause
2	panties
2	oil
2	oval
2	noodles
2	noodle
2	knock
2	moon
2	mate
2	mason
2	meadow
2	magarina
2	muffins
2	marsh
2	magba
2	model
2	live
2	lids
2	leaped
2	lie
2	latin
2	large
2	cried
2	cross
2	crush
2	click
2	climb
2	kill
2	control
2	course
2	capris
2	camel
2	cabbage
2	jodie
2	jimmy
2	jerome
2	jack
2	jar
2	ink
2	“i'll
2	hoochie
2	hook
2	whole
2	hop
2	googoo
2	ground
2	grunt
2	grab
2	glorious
2	garage
2	guy
2	gum
2	gas
2	front
2	flew
2	flush
2	flash
2	fear
2	favorite
2	fire
2	familiar
2	fuss
2	eighteen
2	able
2	air
2	enter
2	exercise
2	drain
2	drag
2	drop
2	dipsy
2	dictionary
2	different
2	david
2	desk
2	dead
2	diapers
2	diapie
2	dya
2	donald
2	chirp
2	child
2	chocolate
2	chance
2	charge
2	booger
2	bush
2	bruised
2	brown
2	broccoli
2	bleed
2	block
2	being
2	build
2	babe
2	burrow
2	burn
2	beg
2	bologna
2	became
2	behind
2	bunch
2	bump
2	bubbles
2	batter
2	bank
2	bottom
2	barney
2	bark
2	barber
2	bother
2	ounce
2	oughta
2	ankle
2	add
2	olives
2	ahhah
1	zip
1	zigzag
1	you'll
1	yolanda
1	yogurt
1	yuck
1	whew
1	wool
1	wet
1	worn
1	washer
1	verse
1	vera
1	velcroed
1	victoria
1	valentine's
1	tuesday
1	tree
1	tears
1	tip
1	thirst
1	tennis
1	ties
1	tyco
1	tomorrow
1	taught
1	tabs
1	sweater
1	stupid
1	stood
1	stir
1	stuck
1	static
1	sprint
1	snuggle
1	smooth
1	smart
1	slam
1	squirm
1	scratch
1	sieve
1	simple
1	shine
1	sharp
1	shop
1	century
1	psycho
1	sanitize
1	rude
1	roo
1	republic
1	rearrange
1	rinsed
1	rid
1	race
1	rain
1	rail
1	rent
1	rhinoceros
1	reverse
1	rugrats
1	rotten
1	pray
1	precious
1	procedure
1	poster
1	plate
1	plane
1	pieces
1	picture
1	pet
1	pipe
1	pine
1	policeman
1	pajamas
1	oatmeal
1	knees
1	neato
1	knee
1	nipple”
1	navy
1	nails
1	naked
1	nursery
1	negative
1	natural
1	nah
1	mew
1	mesh
1	mike
1	mothers
1	massive
1	monica
1	maggarina
1	lotion
1	lower
1	lisa
1	links
1	limit
1	levis
1	line
1	lost
1	luggage
1	queekola
1	quesadillas
1	crow
1	crusted
1	crash
1	coat
1	coleman
1	cooperate
1	clinic
1	clutter
1	kimani
1	curl
1	corral
1	kite
1	keisha
1	connie
1	calcium
1	calories
1	cakie
1	cost
1	common
1	gesundheit
1	gentle
1	jaws
1	judge
1	jog
1	easier
1	itchy
1	hip
1	hen
1	hell
1	hebrews
1	hamburger
1	goose
1	goofy
1	gucci
1	gray
1	growl
1	gear
1	giggles
1	gibberish
1	gus
1	gap
1	golly
1	foam
1	folks
1	flowing
1	flow
1	flower
1	feed
1	fists
1	fifth
1	fetch
1	fighter
1	eric
1	empty
1	elephant
1	edge
1	dream
1	dyiesha
1	difference
1	dirt
1	deck
1	deborah
1	dyeisha's
1	deposit
1	dawn's
1	dance
1	damn
1	chips
1	chuckie
1	booty
1	bruise
1	bracelet
1	brought
1	blankets
1	blah
1	between
1	balloons
1	basket
1	banner
1	isaiah
1	i've
1	evaporate
1	escape
1	appropriate
1	unplug
1	among
1	eleven
1	allow
1	advanced
1	obtained
1	oscar's
1	ugly
1	alphabets
1	ax
1	actually
1	article
