Freq	Type
10	yay
10	yet
10	warm
10	toast
10	thought
10	talk
10	stink
10	stairs
10	ring
10	new
10	must
10	quite
10	close
10	kiss
10	came
10	jay
10	guard
10	froggie
10	frog
10	phone
10	n
10	m
10	l
10	duckie
10	dad's
10	by
10	bottle
10	enough
10	alone
10	as
9	zip
9	yours
9	we've
9	wish
9	while
9	tree
9	set
9	rain
9	makes
9	mouse
9	jesus
9	jacket
9	hard
9	gone
9	finish
9	farm
9	ever
9	draw
9	bowl
9	bounce
8	uhuh
8	world
8	ew
8	trees
8	stinky
8	cereal
8	silly
8	shut
8	supper
8	santa
8	poopie
8	people
8	pan
8	live
8	cool
8	crawl
8	climb
8	eve
8	either
8	hood
8	hit
8	hang
8	grandma
8	full
8	flew
8	fix
8	ernie
8	day
8	dump
8	dance
8	black
8	bunch
8	orange
7	yogurt
7	winnie
7	twenty
7	tigger
7	stuck
7	squish
7	shine
7	same
7	seven
7	reach
7	pig
7	puppy
7	own
7	moose
7	last
7	kick
7	care
7	color
7	it'll
7	hide
7	fit
7	dakota
7	boom
7	broke
7	brown
7	both
7	been
7	best
7	bumpy
7	bath
7	basket
7	idea
7	aren't
7	apple
7	animal
7	after
6	yuck
6	words
6	tail
6	tired
6	sweet
6	story
6	start
6	snap
6	song
6	rip
6	reindeer
6	rub
6	purple
6	porridge
6	pants
6	nope
6	nummy
6	meet
6	lay
6	lamp
6	quiet
6	crabby
6	clap
6	cover
6	cat
6	kanga
6	heavy
6	great
6	guys
6	gas
6	feet
6	fish
6	finished
6	fuzzy
6	fuss
6	far
6	ouchie
6	balloon
6	until
6	owls
6	abu
5	yucky
5	white
5	wipes
5	wily
5	wash
5	toy
5	tastes
5	table
5	tosses
5	spout
5	scratchy
5	since
5	silky
5	shakes
5	shelf
5	save
5	side
5	suppose
5	sun
5	roller
5	roadrunner
5	real
5	raisin
5	runny
5	prince
5	pinch
5	path
5	past
5	knees
5	neat
5	knocked
5	lee
5	lid
5	lane
5	lady
5	lost
5	cook
5	crib
5	climbed
5	king
5	kayla
5	kind
5	cut
5	carrot
5	horn
5	grab
5	gate
5	game
5	gums
5	feathery
5	fussy
5	dream
5	dryer
5	different
5	daffy
5	dada
5	chew
5	beads
5	bing
5	belly
5	buddy
5	every
5	inside
5	ahead
5	afraid
5	arm
4	you've
4	yep
4	whoops
4	wave
4	twist
4	trash
4	tickle
4	third
4	tear
4	tied
4	tall
4	tummy
4	touch
4	tadah
4	soon
4	stir
4	spot
4	snack
4	smart
4	she'll
4	shirt
4	saw
4	suck
4	reason
4	pieces
4	person
4	puzzle
4	oval
4	never
4	mood
4	means
4	mush
4	muffin
4	mam
4	mad
4	monitor
4	lived
4	leg
4	life
4	quick
4	quack
4	crazy
4	case
4	kinds
4	called
4	gentle
4	ear
4	ho
4	hat
4	half
4	goofy
4	fruit
4	fresh
4	fill
4	favor
4	fair
4	dry
4	drawer
4	dropped
4	drop
4	days
4	diapers
4	darn
4	choose
4	cheerios
4	check
4	broom
4	bone
4	build
4	baker's
4	birdie
4	bet
4	bury
4	believe
4	i've
4	awfully
3	whistle
3	wing
3	window
3	weren't
3	wore
3	oopsie
3	twelve
3	trust
3	trapped
3	toilet
3	toe
3	teeth
3	tab
3	tom
3	swim
3	straw
3	stars
3	sneeze
3	snakes
3	sort
3	socks
3	ripped
3	ribbons
3	rest
3	remote
3	raccoons
3	rough
3	ran
3	rabbits
3	rabbit
3	poor
3	picnic
3	police
3	named
3	nasty
3	napkin
3	knock
3	mary
3	master
3	market
3	lift
3	late
3	closed
3	kitty
3	kitchen
3	catch
3	caught
3	ease
3	he'll
3	hades
3	hurry
3	hyena
3	hop
3	ground
3	glasses
3	gave
3	free
3	friends
3	front
3	photo
3	figure
3	further
3	finally
3	fire
3	air
3	emily
3	eddie
3	dinner
3	deck
3	cheerio
3	boots
3	boat
3	blanket
3	bible
3	board
3	bump
3	bottom
3	appeared
3	abcs
3	ouch
3	uncle
3	asked
3	ali
3	awful
2	zeus
2	wipies
2	whip
2	win
2	toots
2	trip
2	tricked
2	trouble
2	thirst
2	tight
2	toss
2	tucked
2	tag
2	sweetum
2	switched
2	stood
2	straight
2	stomped
2	spill
2	spider
2	sparkly
2	snip
2	scraped
2	skip
2	scared
2	sips
2	share
2	sent
2	siren
2	sausage
2	sudden
2	roo
2	rick
2	rather
2	paper
2	perhaps
2	pen
2	pour
2	pass
2	pot
2	pocket
2	nearly
2	nickel
2	neigh
2	nurse
2	numnum
2	knapsack
2	music
2	missed
2	mix
2	mickey
2	mail
2	men
2	meg
2	monkey
2	muddy
2	magic
2	marble
2	lose
2	looks
2	lint
2	legend
2	line
2	loud
2	lunch
2	lap
2	queekie
2	cream
2	crunch
2	cranky
2	cloudy
2	cloth
2	closet
2	clock
2	kissed
2	kids
2	cave
2	curtain
2	kite
2	cause
2	copied
2	cough
2	jingly
2	gently
2	junk
2	easy
2	evening
2	infant
2	“i'll
2	hiccup
2	hairie
2	hyper
2	honker
2	happily
2	heart
2	gray
2	grandpa
2	gloomy
2	gus
2	flavor
2	flying
2	flash
2	favorite
2	feather
2	fan
2	father
2	eyore
2	drew
2	dame
2	dirt
2	disguised
2	decided
2	dogs
2	chin
2	chased
2	boogies
2	booboo
2	brighter
2	blustery
2	beans
2	busy
2	base
2	bert
2	below
2	became
2	behind
2	began
2	bought
2	button
2	bats
2	bang
2	bag
2	bong
2	attack
2	alive
2	aladin
2	owl
1	zoom
1	whoosh
1	wonder
1	wax
1	true
1	trick
1	timone
1	tilt
1	tickly
1	thumb
1	type
1	ty
1	town
1	tons
1	tough
1	taz
1	tank
1	stretch
1	staticky
1	spread
1	spoil
1	speak
1	snake
1	snuggled
1	snuffy
1	smooth
1	smith
1	smack
1	sleepy
1	slave
1	slobber
1	skinny
1	skin
1	sky
1	seen
1	civilized
1	sip
1	cinderella
1	simply
1	simba
1	sick
1	sugar
1	shape
1	shaking
1	shake
1	shorter
1	shall
1	sharp
1	sara
1	sense
1	sight
1	sorcerer
1	rear
1	rinse
1	radio
1	rice
1	rye
1	round
1	wrap
1	pool
1	prove
1	point
1	plug
1	plants
1	pinnochio
1	pillow
1	paid
1	pay
1	purse
1	pet
1	pie
1	porch
1	publish
1	pad
1	parlor
1	oats
1	knee
1	nails
1	nests
1	necklace
1	none
1	miss
1	merchant
1	melt
1	months
1	multitalented
1	mac
1	luis
1	low
1	led
1	lives
1	lot
1	quote
1	queen
1	quasimodo
1	crooks
1	crinkly
1	click
1	key
1	kid
1	collapse
1	corn
1	kungfu
1	camera
1	carpet
1	concert
1	cob
1	johnny
1	itch
1	hope
1	here's
1	goopy
1	grind
1	grant
1	glad
1	guy
1	golly
1	furious
1	fry
1	frankly
1	photogenic”
1	folks
1	flat
1	fates
1	fake
1	fence
1	fine
1	follow
1	aim
1	entertained
1	enjoy
1	dear
1	dangerous
1	dead
1	defrost
1	dos
1	donald
1	choke
1	chill
1	chase
1	branch
1	blocks
1	bailey
1	babe
1	between
1	bowed
1	bus
1	buckles
1	buckle
1	baa
1	barn
1	bob
1	instead
1	experiment
1	except
1	exactly
1	oscar
1	aw
1	am
1	alpha
1	alligator
1	acts
1	obviously
1	ah
