	(u'aa',)	(u'ae',)	(u'ah',)	(u'ao',)	(u'aw',)	(u'ax',)	(u'ay',)	(u'b',)	(u'ch',)	(u'd',)	(u'dh',)	(u'eh',)	(u'er',)	(u'ey',)	(u'f',)	(u'g',)	(u'hh',)	(u'ih',)	(u'iy',)	(u'jh',)	(u'k',)	(u'l',)	(u'm',)	(u'n',)	(u'ng',)	(u'ow',)	(u'oy',)	(u'p',)	(u'r',)	(u's',)	(u'sh',)	(u't',)	(u'th',)	(u'uh',)	(u'uw',)	(u'v',)	(u'w',)	(u'y',)	(u'z',)
(u'r',)	0.5756625	0.06579	0.0	0.0822375	0	0	0.2775515625	0.0822375	0	0.822375	0.32895	0	0	0	0.0274125	0.10965	0.98685	0.230265	0.0	0.32895	0.5756625	0	0.274125	0.32895	0	0.10965	0	0	0.0	0.54825	0	0.32895	0.164475	0	1	0	1	0.704892857143	0
(u's',)	0.5117	0	0.0	0.03655	0	0.018275	1	0.0243666666667	0	0	0.4386	0.0	0.0	0	0.1462	0.0731	0.4386	0.25585	0.0	0	0.127925	0.05117	0.091375	0.1462	0	0.10965	0	0.0243666666667	0	0	0	0.00664545454545	0	0	0	0	0.19006	1	0
(u'sh',)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
(u't',)	0.35819	0.170566666667	0.0	0.127925	0	0.0127925	1	0.05117	0	1	1	0.0	0.0	0.0	1	0.0787230769231	0.76755	0.325627272727	0	0	1	0.5117	0.18275	0.5117	0	0	0	0.127925	0.0	0.465181818182	0	0.170566666667	0.25585	0.0	1	0	1	1	0
(u'th',)	0	0.164475	0	0	0	0.164475	0	0.164475	0	0	0	0.0	0	0	0	0	0	0.5756625	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
(u'uh',)	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0
(u'uw',)	0.270063888889	0	0.0	0.347225	0	0.0578708333333	0	0	0	0.578708333333	1	0	0	0	0.08680625	0.0578708333333	0	0.1519109375	0	0.13889	0.202547916667	0.303821875	0	0.0992071428571	0	0.208335	0	0.347225	0.0	0.69445	0	0.0578708333333	0.1736125	0	0	0.0	0.644846428571	1	0.0
(u'v',)	0	0	0	0	0	0.0091375	0	0.018275	0	0	0.054825	0	0.0	0	0	0	0	0.0639625	0	0	0	0	0.0304583333333	0.03655	0	0	0	0	0	0.18275	0	0.018275	0	0	0	0	0	0.274125	0
(u'w',)	0.0	0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0
(u'y',)	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u'z',)	0	0	0	0	0.0	0.04386	0	0.0731	0	1	0.4386	0	0	0	0.4386	0	0	0	0.0	0	1	0	1	0	0	0	0	0.2193	0	0	0	0.4386	0	0	0	0	0	1	0
