	(u'aa',)	(u'ae',)	(u'ah',)	(u'ao',)	(u'aw',)	(u'ax',)	(u'ay',)	(u'b',)	(u'ch',)	(u'd',)	(u'dh',)	(u'eh',)	(u'er',)	(u'ey',)	(u'f',)	(u'g',)	(u'hh',)	(u'ih',)	(u'iy',)	(u'jh',)	(u'k',)	(u'l',)	(u'm',)	(u'n',)	(u'ng',)	(u'ow',)	(u'oy',)	(u'p',)	(u'r',)	(u's',)	(u'sh',)	(u't',)	(u'th',)	(u'uh',)	(u'uw',)	(u'v',)	(u'w',)	(u'y',)	(u'z',)	(u'zh',)
(u'dh',)	0	0.0352090909091	0.1291	0	0	0.00218813559322	0	0.6455	0	0	0.20656	0.00806875	0.0	0.0	0	0	0.32275	0	0.0	0	0	0	0	0	0	0.00806875	0	0.2582	0	0.71005	0	0	0	0	0	0	0	0	0	0
(u'eh',)	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0	0.0	0
(u'er',)	0	0.9037	0.45185	0	0.1129625	0.225925	0	0.753083333333	0.0	0.225925	0.72296	0.45185	0	0	0.150616666667	0.45185	1	1	0.0	0	0.18074	0.225925	0.0	0.753083333333	0	0.225925	0	0	0	0.414195833333	1	0.0	0.0	0	0	0	0.768145	0	0.0	0
(u'ey',)	0.019365	1	0	0.0	0	0.0484125	0	0.2420625	0	0.4357125	1	0.19365	0	0	0	0	0.484125	0	0	0.096825	0.096825	0	0.0	0.32275	0	0	0	0.19365	0	0.355025	1	0.0	0	0	0	0.0	0.8230125	0.9198375	0.0	0
(u'f',)	0	0	0	0.0	0	0.0184428571429	0.71005	0	0	0	0	0	0.0	0.0	0	0	0	0	0.0	0	0	0.096825	0	0	0	0.00922142857143	0	0	0.19365	0	0	0.0	0	0	0	0	0	0	0	0
(u'g',)	0.06455	0	0.096825	0.0	0	0.096825	0	0	0	0	0	0.19365	0.0	0.0	0	0	0	0.26626875	0	0	0	0	0	0	0	0.012103125	0	0	0.0223442307692	1	1	0	0	0.0	0	0	1	0	0.0	0
(u'hh',)	0.0	0.0	0	0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
(u'ih',)	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0	0	0.0	0
(u'iy',)	0.2420625	1	0.32275	0	0	0.107583333333	1	0.96825	0	0.21785625	1	0	0	0	0.12103125	0.19365	0.127401315789	1	0.0	0.2420625	0.113911764706	0.111721153846	0.0	0.268958333333	0	0.484125	0	0.484125	0.484125	0.484125	0	0.0	0.0	0	0	0.0	0.633086538462	1	0.0	0
(u'jh',)	0.1291	0.7746	0.0117363636364	0	0	0.0430333333333	0	0	0	0	0	0.06455	0	0	0	0	0	0.71005	0	0	0	0	0	0	0	0	0.0	0	0	0.71005	0	0	0	0	0.0	0	1	0	0	0
(u'k',)	0.1291	0.147542857143	0.0303764705882	0.0	0.0860666666667	0.0344266666667	0.71005	1	0.0	1	1	0	0	0.0	0.5164	0	0.32275	0.946733333333	0.0	0.5164	0.5164	0.3873	0	0	0	0.2582	0	0.5164	0.096825	0.149484210526	1	0.0	0.0	0.0	0.0	0.0	0.87788	1	0	0
(u'l',)	0.1291	0.344266666667	0.10328	0	0	0.0469454545455	0.315577777778	0.6455	0	0.3873	0.590171428571	0.172133333333	0.0	0.0	0.172133333333	0.172133333333	1	0.167070588235	0.0	0	0.5164	0	0.0	0	0	0.0368857142857	0	0.20656	0.7746	0.946733333333	1	0.0	0.0	0.0	0.0	0	0.87788	1	0.0	0
(u'm',)	0.10328	0.3873	0.1291	0	0.1291	0.06455	0.473366666667	1	0	1	1	0	0	0.0	0	0.5164	1	0.56804	0.0	0	0	0	0	0.860666666667	0	0.0860666666667	0	1	0	1	1	0.0	0.0	0	0.0	0	1	0	0.0	0
(u'n',)	0.0484125	0.871425	0.058095	0.0	0.036309375	0.096825	1	0	0	0.031881402439	0.331971428571	0.58095	0	0	0.290475	0.290475	0.484125	0.5325375	0.0	0.19365	0	0.21785625	0.0	1	0	0.012103125	0	0.58095	0	0.355025	1	0.0	0.0	0	0.0	0	1	1	0.0	0
(u'ng',)	0.5164	0	0	0.0	0.2582	0.2582	1	1	0	0	0.459022222222	0.5164	0	0	0.5164	0.5164	1	0.71005	0	0	0.0737714285714	0.3873	0.0	0	0	0	0	0	0	0.946733333333	1	0.0	0.0	0	0	0	1	1	0.0	0
(u'ow',)	0	0	0.290475	0.0	0	0.19365	0.639045	0.7261875	0	1	1	0	0	0	0	0.58095	0	1	0.0	0	0.290475	0.290475	0.0	0.19365	0	0	0	0.58095	0	0	1	0	0.0	0	0	0.0	0.8230125	1	0.0	0
(u'oy',)	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0
(u'p',)	0.19365	1	0.19365	0	0.096825	0.03873	0	0.96825	0	0.871425	0.7746	0.03873	0.0	0.0	0	0	0	0.118341666667	0.0	0	0	0.058095	0	0	0	0.0484125	0.0	0	0.058095	0.26626875	0	0.0	0	0.0	0.0	0	1	0	0	0
(u'r',)	0.1291	0.2582	0.096825	0.0	0.19365	0.0553285714286	0.355025	1	0	0.290475	0.61968	0.07746	0.0	0.0	0.3873	0.3873	0.2420625	0.112113157895	0.0	0	0.19365	0	0.0	0.484125	0	0.03873	0	0.2582	0.19365	0.5325375	1	0.0	0	0	0.0	0	0.470292857143	1	0.0	0
(u's',)	0.19365	0.34857	0.058095	0.0	0.096825	0.0276642857143	1	0.58095	0	0	0.92952	0.07261875	0.0	0.0	0	0.19365	0.484125	0.456460714286	0.0	0	0.0893769230769	0.871425	0.0	1	0	0.0223442307692	0	0.290475	0.4357125	1	0	0.0	0	0	0.0	0	1	1	0	0
(u'sh',)	0	0.0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0
(u't',)	0.140836363636	0.7746	0.221314285714	0.0	0.3873	0.0212219178082	0.946733333333	1	0.0	0.7746	1	0.2582	0.0	0.0	0	0.5164	0.3873	1	0.0	0.3873	0.5164	0.211254545455	0.0	1	0	0.7746	0	0.7746	0.331971428571	0.230286486486	1	0.0	0	0	0.0	0	0.8230125	1	0	0
(u'th',)	0	0	0	0.0	0	0.0184428571429	0	0	0	0	0	0	0	0	0	0	0	0.032275	0	0	0	0	0	0	0	0	0	0	0.032275	0.71005	0	0	0	0	0	0	0	0	0	0
(u'uh',)	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0
(u'uw',)	0	1	0	0	0	0.14201	1	0.507178571429	0	1	1	0	0	0	0.355025	0	1	0.97631875	0	0.71005	0.355025	0.355025	0.0	1	0	0	0	0.473366666667	1	0.557896428571	0	0.0	0	0	0.0	0	1	1	0.0	0.0
(u'v',)	0	0.0	0	0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0
(u'w',)	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0
(u'y',)	0.0	0.0	0	0.0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
(u'z',)	0.494883333333	0.523994117647	0.742325	0.0	0.742325	0.106046428571	1	1	0	1	0.989766666667	0	0.0	0	0.494883333333	0.29693	0.3711625	0.680464583333	0.0	0.742325	1	0.445395	0.0	0.494883333333	0	0.742325	0	1	1	1	1	0.0	0.0	0	0	0.0	1	1	0	0
(u'zh',)	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
