	(u'aa',)	(u'ae',)	(u'ah',)	(u'ao',)	(u'aw',)	(u'ax',)	(u'ay',)	(u'b',)	(u'ch',)	(u'd',)	(u'dh',)	(u'eh',)	(u'er',)	(u'ey',)	(u'f',)	(u'g',)	(u'hh',)	(u'ih',)	(u'iy',)	(u'jh',)	(u'k',)	(u'l',)	(u'm',)	(u'n',)	(u'ng',)	(u'ow',)	(u'oy',)	(u'p',)	(u'r',)	(u's',)	(u'sh',)	(u't',)	(u'th',)	(u'uh',)	(u'uw',)	(u'v',)	(u'w',)	(u'y',)	(u'z',)
(u'r',)	0	0.0965027777778	0.0413583333333	0	0.0	0.124075	0.206791666667	0.0	0	0.74445	0.52731875	0.0620375	0	0.24815	0	0.24815	0.620375	0.0954423076923	0.0	0	0.4963	0	0.620375	0.74445	0	0	0	0.124075	0	0.5583375	0	0.124075	0	0	0.124075	0	1	1	0.0
(u's',)	0.330866666667	0	0.124075	0.124075	0	0.165433333333	0	0.0	0	0	0.468727777778	0.14889	0	0.24815	0	0	0.413583333333	0.190884615385	0.0	0	0.330866666667	0.2836	1	0.24815	0	1	0	0.0413583333333	0	0.5583375	0.24815	0.0118166666667	0	0	0	0	0.868525	0	0
(u'sh',)	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(u't',)	0.36868	1	0.230425	0.153616666667	0.0	0.0891967741935	1	0.0	0	0.9217	1	1	0.0	0.0709	0.46085	0.9217	1	0.28803125	0.0	0.9217	1	1	1	1	0	1	0	0.46085	0.197507142857	0.121989705882	0.46085	0.153616666667	0	0.0	0.0658357142857	0	1	1	0
(u'th',)	0	0.24815	0	0	0	0.2127	0	0	0	0	0	0	0	0	0	0	0	0.0506428571429	0	0	0	0	0	0	0	0	0	0	0.0265875	0	0	0	0	0	0	0	0	0	0
(u'uh',)	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0
(u'uw',)	0.2127	0	0	0	0	0.31905	0.53175	0	0	0	0.903975	0	0	0	0.053175	0.10635	0.10635	0.53175	0	0	0.0709	0.4254	0	0.053175	0	1	0	0.017725	0.0797625	0.159525	0	0.010635	0.053175	0	0	0	0.372225	1	0.0
(u'v',)	0	0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0
(u'w',)	0.0	0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0
(u'y',)	0.0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u'z',)	0.3545	1	0	0.17725	0	0.17725	1	0.0	0	0.53175	0.231788461538	0	0	0	0.0443125	0.17725	0.3545	1	0.0	0	0.17725	0.236333333333	0.88625	0.3545	0	0	0	0	0.53175	0.3988125	0	0.0443125	0.17725	0	0	0	1	0	0
