	(u'aa',)	(u'ae',)	(u'ah',)	(u'ao',)	(u'aw',)	(u'ax',)	(u'ay',)	(u'b',)	(u'ch',)	(u'd',)	(u'dh',)	(u'eh',)	(u'er',)	(u'ey',)	(u'f',)	(u'g',)	(u'hh',)	(u'ih',)	(u'iy',)	(u'jh',)	(u'k',)	(u'l',)	(u'm',)	(u'n',)	(u'ng',)	(u'ow',)	(u'oy',)	(u'p',)	(u'r',)	(u's',)	(u'sh',)	(u't',)	(u'th',)	(u'uh',)	(u'uw',)	(u'v',)	(u'w',)	(u'y',)	(u'z',)
(u'dh',)	0	0.0	0	0	0	0.0	0	0	0	0	0	0.0	0.0	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0
(u'eh',)	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0.0
(u'er',)	0	0.0	0	0	0	0.1456	0	0.4368	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.8736	0.1092	0	0	0	0	0	0	0	0.0
(u'ey',)	0	0	0	0	0	0.4992	1	0	0	0	0	0	0	0	0	0	0.416	0	0	0	0.158836363636	0.03328	0	0.2912	0	0	0	0	0	0.4992	0	0.0416	0	0	0	0	1	1	0.0
(u'f',)	0	0	0	0.0156	0	0.0312	0.04992	0	0	0	0	0	0.0	0	0	0	0	0.1092	0.0	0	0	0	0	0	0	0.3042	0	0	0.0	0	0	0	0	0	0	0	0.5928	0.0702	0
(u'g',)	0.0	0	0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0
(u'hh',)	0	0.0	0.0	0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u'ih',)	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0	0	0.0
(u'iy',)	0	0	0	0.4368	0.0	0.2184	1	0.8736	0	0.1092	0.2184	0.0	0.0	0	0	1	0.728	0.30576	0	0	0.5096	0	0.6552	1	0	0	0	0.5824	0	0.4368	0.0728	0.0364	0	0	0	0.0	1	0.39312	0.0
(u'jh',)	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(u'k',)	0	0.0	0.0	0.312	0.0	0	1	0	0	0	0.104	0	0	0.0	0.0	0.78	0.52	0.182	0.0	0	0	0.624	0.468	0	0	1	0	0	0	0.208	0	0.156	0	0	0	0	1	0.200571428571	0
(u'l',)	0.3432	0	0	0.3432	0	0.3432	0.9152	0.3432	0	0.2574	0	0.0	0.0	0.0	0	0.572	0.858	0.15015	0.0	0	0.8008	0.3432	0.2574	0	0	1	0	1	0.0	0	0	0.1716	0	0.0	0	0	1	0.3861	0
(u'm',)	0.2184	0	0.0	0.1092	0	0.04368	0.1456	0.4368	0	0	0.2184	0	0	0.0	0	0.364	1	0.3822	0.0	0	1	0	0.3276	0	0	1	0	0.8736	0.0	0.2912	0	0	0.1092	0	0.1092	0	0	0.1092	0
(u'n',)	0.6084	0.0	0.0	0.4056	0.0	0.0901333333333	1	0	0	0.0320210526316	0.0676	0	0	0	0.0	1	0.4056	0.7098	0.0	0.0	0	0.8112	0.3042	0	0	1	0	1	0	0	0	0.0169	0	0	0	0	0	0.114075	0.0
(u'ng',)	0	0	0	0	0	0.2184	0	0	0	0	0	0	0	0	0	0.273	0.546	0	0	0	0.1274	0.4368	0	0	0	0	0	0	0	0	0	0.0182	0	0	0	0	1	0.3276	0
(u'ow',)	0	0	0	0.6864	0	0.3432	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0.8008	1	0.2574	0.24024	0	1	0	0.2288	0	0	0.3432	0.3432	0.2574	0	0	0	1	1	0.0
(u'oy',)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5928	0	0
(u'p',)	0.0312	0	0	0	0	0.0052	0	0	0	0	0	0	0.0	0	0	0	0	0.1092	0.0	0	0	0.00416	0	0	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0
(u'r',)	0	0.0	0.0	0.3432	0	0.1716	1	0.6864	0	0	0.1716	0.0	0	0	0.0	1	0.3432	0.133466666667	0.0	0	1	0	0.2574	0.6006	0	1	0	0.4576	0	0	0.1716	0.0429	0.2574	0	0	0	0	0.15444	0.0
(u's',)	0	0.0	0.0	0.1456	0.0	0.4368	0	0	0	0.13104	0.0336	0.0	0	0.0	0	1	1	0.7644	0.0	0	1	0.4368	0.6552	0.7644	0	1	0	0	0	0.5824	0	0.0168	0	0	0	0	1	0	0
(u'sh',)	0	0	0	0	0	0.0624	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0039	0	0	0.1404	0
(u't',)	1	0	0	0.8424	0.0	0.0580965517241	1	0	0	0.3159	0.2106	0.0	0.0	0.0	0.0	0	0.8424	0.2457	0.0	0	1	0	0.12636	1	0	0	0.0	1	0	0.1248	0	0.0601714285714	0	0	0.4212	0.0	1	0.47385	0
(u'th',)	0	0.0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(u'uh',)	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0
(u'uw',)	0.5616	0	0.0	0	0	0.0936	0	0.3744	0	0.0312	0	0	0	0	0.0	0.234	0.1872	0.1638	0	0	0.4368	0.1248	0.1404	0	0	0.73008	0	0.2496	0	0.3744	0	0.01872	0.2808	0	0	0.0	0.8892	0.1404	0.0
(u'v',)	0.468	0.0	0	0	0	0.312	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.117	0.546	0	0	0	0	0	0.624	0	0	0	0	0	0	0	0.702	0.0
(u'w',)	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u'y',)	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u'z',)	0.6552	0	0	0	0	0.8736	1	0.2912	0	0	0.0546	0	0	0	0.0	0.728	1	0.15288	0	0	0	0.2184	0.2184	0	0	1	0	0.5824	0	0	0	0	0	0	0	0	0	1	0.0
