aab ஹ
naht ധ
naw ന
nax ഩ
naxz പ
nayn ഫ
nayt ബ
nayz ഭ
neh മ
ner യ
ney ര
neym റ
neymd ല
neymz ള
nih ഴ
niy വ
now ശ
nowts ഷ
nowz സ
nuw ഹ
ow ഺ
owld ഻
own ഼
paa ഽ
paan ാ
paarts ി
pae ീ
paet ു
pah ൂ
pax ൃ
paxl ൄ
paxn ൅
paxng െ
paxt േ
peh ൈ
pehn ൉
pehrd ൊ
peht ോ
per ൌ
perz ്
peyjh ൎ
pih ൏
pihk ൐
pihkt ൑
piy ൒
piylz ൓
pleh ൔ
pley ൕ
pleyd ൖ
pleyz ൗ
poyn ൘
poynt ൙
praa ൚
prax ൛
pray ൜
prayzd ൝
prihn ൞
puht ൟ
rae ൠ
rahn ൡ
rax ൢ
raxng ൣ
raxnt ൤
rayt ൥
reh ൦
rih ൧
riy ൨
ruw ൩
saa ൪
saak ൫
saaks ൬
saet ൭
sahb ൮
sahm ൯
sao ൰
saort ൱
saos ൲
sawn ൳
sawndz ൴
sax ൵
saxm ൶
saxng ൷
saxpt ൸
saxz ൹
say ൺ
sayt ൻ
sayz ർ
seh ൽ
sehd ൾ
sehlf ൿ
sehpt ඀
seht ඁ
sehz ං
ser ඃ
sey ඄
seym අ
shaa ආ
shax ඇ
shaxn ඈ
shaxnd ඉ
shiy ඊ
shiyd උ
shiyl ඌ
shiyn ඍ
shiyz ඎ
shuw ඏ
shuwz ඐ
sih එ
sihks ඒ
sihns ඓ
siht ඔ
siy ඕ
siymd ඖ
siymz ඗
siyn ඘
skaat ඙
skah ක
skahst ඛ
skihlz ග
sliy ඝ
smaen ඞ
smaol ඟ
sow ච
spax ඡ
spaxn ජ
spih ඣ
spowzd ඤ
spuwlz ඥ
staar ඦ
staarvd ට
staen ඨ
staend ඩ
staendz ඪ
staorz ණ
stax ඬ
staxd ත
staxng ථ
staxns ද
ster ධ
stihl න
stihng ඲
strahk ඳ
straxkt ප
strey ඵ
streyt බ
taek භ
tao ම
taok ඹ
taot ය
tax ර
taxd ඼
taxl ල
taxn ඾
taxnd ඿
taxng ව
taxst ශ
tay ෂ
taym ස
taymz හ
teh ළ
tehnd ෆ
ter ෇
tern ෈
ternd ෉
terz ්
tey ෋
thaot ෌
thaxng ෍
thihng ෎
thihngk ා
thihngks ැ
thihngz ෑ
thriy ි
thruw ී
tih ු
tihr ෕
tihv ූ
tiy ෗
tiyn ෘ
tiyz ෙ
towst ේ
toy ෛ
toyz ො
traek ෝ
trax ෞ
tray ෟ
tuw ෠
vaa ෡
vaxn ෢
vay ෣
veh ෤
vehnt ෥
ver ෦
viy ෧
voys ෨
vriy ෩
waa ෪
waach ෫
waan ෬
waants ෭
waaz ෮
waaznt ෯
wahn ෰
wahns ෱
wahnz ෲ
waht ෳ
wahts ෴
wax ෵
waxdh ෶
way ෷
wayl ෸
weh ෹
wehl ෺
wehn ෻
wehnt ෼
wehr ෽
wer ෾
werd ෿
werk ฀
wey ก
weyz ข
wihch ฃ
wihdh ค
wihl ฅ
wiy ฆ
wiyk ง
wiyks จ
wiyt ฉ
wiyv ช
wuh ซ
wuhd ฌ
yaa ญ
yae ฎ
yaor ฏ
yeh ฐ
yehs ฑ
yuhrz ฒ
yuw ณ
yuwth ด
zahlt ต
zax ถ
zaxng ท
zervd ธ
zhax น
zher บ
zih ป
ziy ผ
zuw ฝ
