mergeout,doc,corpus,dir.path,child.age,age_check,type,,,,,,,,
Demetras2_j,Demetras2/j_mot15,Demetras2,Demetras2/Jimmy,2;9.22,NA,single_child,,,,,,,,
Demetras2_j,Demetras2/j_mot16,Demetras2,Demetras2/Jimmy,2;9.23,NA,single_child,,,,,,,,
MacWhinney_Ross,MacWhinney/07b2,MacWhinney,MacWhinney,1;5.11,yes,single_child,NA,@Date:  08-JUN-1979,Err:502,#VALUE!,#VALUE!,06/08/79,#VALUE!,"Ross was born on December 25, 1977"
MacWhinney_Ross,MacWhinney/21a1,MacWhinney,MacWhinney,2;7.10,yes,single_child,NA,@Date:  04-AUG-1980,Err:502,#VALUE!,#VALUE!,08/04/80,#VALUE!,
MacWhinney_Ross,MacWhinney/22a1,MacWhinney,MacWhinney,2;7.18,yes,single_child,NA,@Date:  12-AUG-1980,Err:502,#VALUE!,#VALUE!,08/12/80,#VALUE!,
MacWhinney_Ross,MacWhinney/22b1,MacWhinney,MacWhinney,2;7.25,yes,single_child,NA,@Date:  19-AUG-1980,Err:502,#VALUE!,#VALUE!,08/19/80,#VALUE!,
MacWhinney_Ross,MacWhinney/22b2,MacWhinney,MacWhinney,2;7.25,yes,single_child,NA,@Date:  19-AUG-1980,Err:502,#VALUE!,#VALUE!,08/19/80,#VALUE!,
MacWhinney_Ross,MacWhinney/23b1,MacWhinney,MacWhinney,2;8.05,yes,single_child,NA,no date,Err:502,#VALUE!,#VALUE!,,,
MacWhinney_Ross,MacWhinney/25a1,MacWhinney,MacWhinney,2;8.27,yes,single_child,NA,@Date:  21-SEP-1980,Err:502,#VALUE!,#VALUE!,09/21/80,#VALUE!,
MacWhinney_Ross,MacWhinney/25b1,MacWhinney,MacWhinney,2;9.01,yes,single_child,NA,@Date:  25-SEP-1980,Err:502,#VALUE!,#VALUE!,09/25/80,#VALUE!,
MacWhinney_Ross,MacWhinney/25b2,MacWhinney,MacWhinney,2;9.10,yes,single_child,NA,@Date:  05-OCT-1980,Err:502,#VALUE!,#VALUE!,10/05/80,#VALUE!,
MacWhinney_Ross,MacWhinney/27a2,MacWhinney,MacWhinney,2;9.23,yes,single_child,NA,@Date:  18-OCT-1980,Err:502,#VALUE!,#VALUE!,10/18/80,#VALUE!,
MacWhinney_Ross,MacWhinney/27b1,MacWhinney,MacWhinney,2;9.23,yes,single_child,NA,@Date:  18-OCT-1980,Err:502,#VALUE!,#VALUE!,10/18/80,#VALUE!,
MacWhinney_Ross,MacWhinney/27b2,MacWhinney,MacWhinney,2;9.28,yes,single_child,NA,@Date:  23-OCT-1980,Err:502,#VALUE!,#VALUE!,10/23/80,#VALUE!,
MacWhinney_Ross,MacWhinney/28,MacWhinney,MacWhinney,2;10.01,yes,single_child,NA,@Date:  26-OCT-1980,Err:502,#VALUE!,#VALUE!,10/26/80,#VALUE!,
MacWhinney_Ross,MacWhinney/28a2,MacWhinney,MacWhinney,2;10.05,yes,single_child,NA,@Date:  30-OCT-1980,Err:502,#VALUE!,#VALUE!,10/30/80,#VALUE!,
MacWhinney_Ross,MacWhinney/29a2,MacWhinney,MacWhinney,2;10.17,yes,single_child,NA,@Date:  11-NOV-1980,Err:502,#VALUE!,#VALUE!,11/11/80,#VALUE!,
MacWhinney_Ross,MacWhinney/30a2,MacWhinney,MacWhinney,2;10.22,yes,single_child,NA,@Date:  16-NOV-1980,Err:502,#VALUE!,#VALUE!,11/16/80,#VALUE!,
MacWhinney_Ross,MacWhinney/30b2,MacWhinney,MacWhinney,2;11.00,yes,single_child,NA,@Date:  25-NOV-1980,Err:502,#VALUE!,#VALUE!,11/25/80,#VALUE!,
MacWhinney_Ross,MacWhinney/33b2,MacWhinney,MacWhinney,3;1.01,yes,single_child,NA,@Date:  26-JAN-1981,Err:502,#VALUE!,#VALUE!,01/26/81,#VALUE!,
McCune_Alice,McCune/alice17,McCune,McCune/Alice,1;5.0,NA,merge_pnt_age,,,,,,,,
McCune_Alice,McCune/alice18,McCune,McCune/Alice,1;6.0,NA,merge_pnt_age,,,,,,,,
McCune_Alice,McCune/alice19,McCune,McCune/Alice,1;7.0,NA,merge_pnt_age,,,,,,,,
McCune_Alice,McCune/alice20,McCune,McCune/Alice,1;8.0,NA,merge_pnt_age,,,,,,,,
McCune_Alice,McCune/alice21,McCune,McCune/Alice,1;9.0,NA,merge_pnt_age,,,,,,,,
McCune_Alice,McCune/alice22,McCune,McCune/Alice,1;10.0,NA,merge_pnt_age,,,,,,,,
McCune_Alice,McCune/alice23,McCune,McCune/Alice,1;11.0,NA,merge_pnt_age,,,,,,,,
McCune_Alice,McCune/alice24,McCune,McCune/Alice,2;0.0,NA,merge_pnt_age,,,,,,,,
McCune_Jase,McCune/jase17,McCune,McCune/Jase,1;5.0,NA,merge_pnt_age,,,,,,,,
McCune_Jase,McCune/jase18,McCune,McCune/Jase,1;6.0,NA,merge_pnt_age,,,,,,,,
McCune_Jase,McCune/jase19,McCune,McCune/Jase,1;7.0,NA,merge_pnt_age,,,,,,,,
McCune_Jase,McCune/jase20,McCune,McCune/Jase,1;8.0,NA,merge_pnt_age,,,,,,,,
McCune_Jase,McCune/jase21,McCune,McCune/Jase,1;9.0,NA,merge_pnt_age,,,,,,,,
McCune_Jase,McCune/jase22,McCune,McCune/Jase,1;10.0,NA,merge_pnt_age,,,,,,,,
McCune_Jase,McCune/jase23,McCune,McCune/Jase,1;11.0,NA,merge_pnt_age,,,,,,,,
McCune_Jase,McCune/jase24,McCune,McCune/Jase,2;0.0,NA,merge_pnt_age,,,,,,,,
McCune_Laura,McCune/laura18,McCune,McCune/Laura,1;6.0,NA,merge_pnt_age,,,,,,,,
McCune_Laura,McCune/laura19,McCune,McCune/Laura,1;7.0,NA,merge_pnt_age,,,,,,,,
McCune_Laura,McCune/laura20,McCune,McCune/Laura,1;8.0,NA,merge_pnt_age,,,,,,,,
McCune_Laura,McCune/laura21,McCune,McCune/Laura,1;9.0,NA,merge_pnt_age,,,,,,,,
McCune_Laura,McCune/laura22,McCune,McCune/Laura,1;10.0,NA,merge_pnt_age,,,,,,,,
McCune_Laura,McCune/laura23,McCune,McCune/Laura,1;11.0,NA,merge_pnt_age,,,,,,,,
McCune_Laura,McCune/laura24,McCune,McCune/Laura,2;0.0,NA,merge_pnt_age,,,,,,,,
McCune_Rick,McCune/rick17,McCune,McCune/Rick,1;5.0,NA,merge_pnt_age,,,,,,,,
McCune_Rick,McCune/rick18,McCune,McCune/Rick,1;6.0,NA,merge_pnt_age,,,,,,,,
McCune_Rick,McCune/rick19,McCune,McCune/Rick,1;7.0,NA,merge_pnt_age,,,,,,,,
McCune_Rick,McCune/rick20,McCune,McCune/Rick,1;08.0,NA,merge_pnt_age,,,,,,,,
McCune_Rick,McCune/rick21,McCune,McCune/Rick,1;9.0,NA,merge_pnt_age,,,,,,,,
McCune_Rick,McCune/rick22,McCune,McCune/Rick,1;10.0,NA,merge_pnt_age,,,,,,,,
McCune_Rick,McCune/rick23,McCune,McCune/Rick,1;11.0,NA,merge_pnt_age,,,,,,,,
McCune_Rick,McCune/rick24,McCune,McCune/Rick,2;0.0,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth01,Providence,Providence/Ethan,0;11.4,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth02,Providence,Providence/Ethan,0;11.21,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth04,Providence,Providence/Ethan,1;0.21,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth17,Providence,Providence/Ethan,1;7.0,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth21,Providence,Providence/Ethan,1;8.20,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth24,Providence,Providence/Ethan,1;9.26,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth25,Providence,Providence/Ethan,1;10.11,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth27,Providence,Providence/Ethan,1;11.10,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth30,Providence,Providence/Ethan,2;0.25,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth31,Providence,Providence/Ethan,2;1.22,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth32,Providence,Providence/Ethan,2;2.8,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth33,Providence,Providence/Ethan,2;2.22,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth36,Providence,Providence/Ethan,2;4.19,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth38,Providence,Providence/Ethan,2;5.15,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth41,Providence,Providence/Ethan,2;6.24,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth43,Providence,Providence/Ethan,2;7.25,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth44,Providence,Providence/Ethan,2;8.10,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth45,Providence,Providence/Ethan,2;9.0,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth48,Providence,Providence/Ethan,2;10.5,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth49,Providence,Providence/Ethan,2;10.18,NA,merge_pnt_age,,,,,,,,
Providence_Ethan,Providence/eth50,Providence,Providence/Ethan,2;11.1,NA,merge_pnt_age,,,,,,,,
Providence_Lily,Providence/lil01,Providence,Providence/Lily,1;1.2,NA,merge_pnt_age,,@Birth of CHI:  13-JAN-2001,,,,,,
Providence_Lily,Providence/lil07,Providence,Providence/Lily,1;3.26,NA,merge_pnt_age,,@Birth of CHI:  14-JAN-2001,,,,,,
Providence_Lily,Providence/lil08,Providence,Providence/Lily,1;4.07,yes,merge_pnt_age,,@Birth of CHI:  01-FEB-2001,,,,,,
Providence_Lily,Providence/lil09,Providence,Providence/Lily,1;4.23,NA,merge_pnt_age,,@Birth of CHI:  14-JAN-2001,,,,,,
Providence_Lily,Providence/lil13,Providence,Providence/Lily,1;6.18,NA,merge_pnt_age,,,,,,,,
Providence_Lily,Providence/lil30,Providence,Providence/Lily,2;1.15,NA,merge_pnt_age,,,,,,,,
Providence_Lily,Providence/lil35,Providence,Providence/Lily,2;2.27,NA,merge_pnt_age,,,,,,,,
Providence_Lily,Providence/lil44,Providence,Providence/Lily,2;5.18,NA,merge_pnt_age,,,,,,,,
Providence_Lily,Providence/lil48,Providence,Providence/Lily,2;6.18,NA,merge_pnt_age,,,,,,,,
Providence_Lily,Providence/lil53,Providence,Providence/Lily,2;7.28,NA,merge_pnt_age,,,,,,,,
Providence_Lily,Providence/lil58,Providence,Providence/Lily,2;9.9,NA,merge_pnt_age,,,,,,,,
Providence_Lily,Providence/lil59,Providence,Providence/Lily,2;9.18,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai02,Providence,Providence/Naima,1;0.14,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai04,Providence,Providence/Naima,1;1.11,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai05,Providence,Providence/Naima,1;1.24,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai19,Providence,Providence/Naima,1;6.9,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai23,Providence,Providence/Naima,1;7.17,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai25,Providence,Providence/Naima,1;8.1,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai26,Providence,Providence/Naima,1;8.8,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai27,Providence,Providence/Naima,1;8.18,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai28,Providence,Providence/Naima,1;8.21,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai30,Providence,Providence/Naima,1;9.15,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai32,Providence,Providence/Naima,1;9.25,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai34,Providence,Providence/Naima,1;10.12,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai36,Providence,Providence/Naima,1;10.27,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai37,Providence,Providence/Naima,1;11.7,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai40,Providence,Providence/Naima,1;11.26,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai43,Providence,Providence/Naima,2;0.17,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai45,Providence,Providence/Naima,2;1.10,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai46,Providence,Providence/Naima,2;1.16,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai56,Providence,Providence/Naima,2;4.24,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai60,Providence,Providence/Naima,2;5.27,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai61,Providence,Providence/Naima,2;6.11,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai62,Providence,Providence/Naima,2;6.25,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai63,Providence,Providence/Naima,2;7.3,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai64,Providence,Providence/Naima,2;7.13,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai65,Providence,Providence/Naima,2;7.20,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai66,Providence,Providence/Naima,2;7.27,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai71,Providence,Providence/Naima,2;9.23,NA,merge_pnt_age,,,,,,,,
Providence_Naima,Providence/nai73a,Providence,Providence/Naima,2;10.8,NA,merge_pnt_age,,"@Birth of CHI:  14-MAR-2001
",,,,@Date:  22-JAN-2004,,
Providence_Naima,Providence/nai73b,Providence,Providence/Naima,2;10.8,NA,merge_pnt_age,,@Birth of CHI:  14-MAR-2001,,,,@Date:  22-JAN-2004,,
Providence_Naima,Providence/nai75,Providence,Providence/Naima,2;10.27,NA,merge_pnt_age,,,,,,,,
Providence_Violet,Providence/vio04,Providence,Providence/Violet,1;3.26,NA,merge_pnt_age,,,,,,,,
Providence_Violet,Providence/vio05,Providence,Providence/Violet,1;4.7,NA,merge_pnt_age,,,,,,,,
Providence_Violet,Providence/vio06,Providence,Providence/Violet,1;4.20,NA,merge_pnt_age,,,,,,,,
Providence_Violet,Providence/vio10,Providence,Providence/Violet,1;6.18,NA,merge_pnt_age,,,,,,,,
Providence_Violet,Providence/vio11,Providence,Providence/Violet,1;7.4,NA,merge_pnt_age,,,,,,,,
Providence_Violet,Providence/vio22,Providence,Providence/Violet,2;0.27,NA,merge_pnt_age,,,,,,,,
Providence_Violet,Providence/vio23,Providence,Providence/Violet,2;1.10,NA,merge_pnt_age,,,,,,,,
Providence_Violet,Providence/vio33,Providence,Providence/Violet,2;5.27,NA,merge_pnt_age,,,,,,,,
Providence_Violet,Providence/wil02,Providence,Providence/William,1;4.27,NA,merge_pnt_age,,,,,,,,
Providence_Violet,Providence/wil06,Providence,Providence/William,1;7.18,NA,merge_pnt_age,,,,,,,,
Providence_Violet,Providence/wil17,Providence,Providence/William,2;1.9,NA,merge_pnt_age,,,,,,,,
Rollins_06,Rollins/cb06,Rollins,Rollins,0;6.0,NA,merge_age,,,,,,,,
Rollins_06,Rollins/cy06,Rollins,Rollins,0;6.0,NA,merge_age,,,,,,,,
Rollins_06,Rollins/ds06,Rollins,Rollins,0;6.0,NA,merge_age,,,,,,,,
Rollins_06,Rollins/hc06,Rollins,Rollins,0;6.0,NA,merge_age,,,,,,,,
Rollins_06,Rollins/im06,Rollins,Rollins,0;6.0,NA,merge_age,,,,,,,,
Rollins_06,Rollins/jw06,Rollins,Rollins,0;6.0,NA,merge_age,,,,,,,,
Rollins_06,Rollins/me06,Rollins,Rollins,0;6.0,NA,merge_age,,,,,,,,
Rollins_06,Rollins/nb06,Rollins,Rollins,0;6.0,NA,merge_age,,,,,,,,
Rollins_06,Rollins/sx06,Rollins,Rollins,0;6.0,NA,merge_age,,,,,,,,
Rollins_06,Rollins/te06,Rollins,Rollins,0;6.0,NA,merge_age,,,,,,,,
Rollins_09,Rollins/cb09,Rollins,Rollins,0;9.0,NA,merge_age,,,,,,,,
Rollins_09,Rollins/cc09,Rollins,Rollins,0;9.0,NA,merge_age,,,,,,,,
Rollins_09,Rollins/cy09,Rollins,Rollins,0;9.0,NA,merge_age,,,,,,,,
Rollins_09,Rollins/di09,Rollins,Rollins,0;9.0,NA,merge_age,,,,,,,,
Rollins_09,Rollins/ds09,Rollins,Rollins,0;9.0,NA,merge_age,,,,,,,,
Rollins_09,Rollins/gb09,Rollins,Rollins,0;9.0,NA,merge_age,,,,,,,,
Rollins_09,Rollins/hc09,Rollins,Rollins,0;9.0,NA,merge_age,,,,,,,,
Rollins_09,Rollins/hp09,Rollins,Rollins,0;9.0,NA,merge_age,,,,,,,,
Rollins_09,Rollins/im09,Rollins,Rollins,0;9.0,NA,merge_age,,,,,,,,
Rollins_09,Rollins/jp09,Rollins,Rollins,0;9.0,NA,merge_age,,,,,,,,
Rollins_09,Rollins/jw09,Rollins,Rollins,0;9.0,NA,merge_age,,,,,,,,
Rollins_09,Rollins/ma09,Rollins,Rollins,0;9.0,NA,merge_age,,,,,,,,
Rollins_09,Rollins/me09,Rollins,Rollins,0;9.0,NA,merge_age,,,,,,,,
Rollins_09,Rollins/nb09,Rollins,Rollins,0;9.0,NA,merge_age,,,,,,,,
Rollins_09,Rollins/st09,Rollins,Rollins,0;9.0,NA,merge_age,,,,,,,,
Rollins_09,Rollins/sx09,Rollins,Rollins,0;9.0,NA,merge_age,,,,,,,,
Rollins_09,Rollins/te09,Rollins,Rollins,0;9.0,NA,merge_age,,,,,,,,
Rollins_09,Rollins/zm09,Rollins,Rollins,0;9.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/al12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/cb12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/cc12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/ck12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/cm12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/cr12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/cy12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/di12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/ds12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/hc12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/hp12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/im12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/jp12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/jw12a,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/ma12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/me12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/nb12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/st12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/te12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/tt12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Rollins_12,Rollins/zm12,Rollins,Rollins,1;0.0,NA,merge_age,,,,,,,,
Sachs,Sachs/n01,Sachs,Sachs,1;2.29,NA,single_child,,,,,,,,
Sachs,Sachs/n04,Sachs,Sachs,1;8.0,NA,single_child,,,,,,,,
Sachs,Sachs/n07,Sachs,Sachs,1;9.10,NA,single_child,,,,,,,,
Sachs,Sachs/n08,Sachs,Sachs,1;9.26,NA,single_child,,,,,,,,
Sachs,Sachs/n10,Sachs,Sachs,1;10.10,NA,single_child,,,1,10,10,04/18/70,"Friday, June 07, 1968",
Sachs,Sachs/n11,Sachs,Sachs,1;10.10,NA,single_child,,,1,10,10,04/18/70,"Friday, June 07, 1968",
Sachs,Sachs/n12,Sachs,Sachs,1;10.11,NA,single_child,,,1,10,11,04/19/70,"Friday, June 07, 1968",
Sachs,Sachs/n16,Sachs,Sachs,1;10.19,NA,single_child,,,,,,,,
Sachs,Sachs/n17na,Sachs,Sachs,1;10.20,NA,single_child,,,,,,,,
Sachs,Sachs/n20,Sachs,Sachs,1;10.28,NA,single_child,,,,,,,,
Sachs,Sachs/n26,Sachs,Sachs,1;11.12,NA,single_child,,,,,,,,
Sachs,Sachs/n31na,Sachs,Sachs,1;11.21,NA,single_child,,,,,,,,
Sachs,Sachs/n37,Sachs,Sachs,2;0.05,NA,single_child,,,,,,,,
Sachs,Sachs/n39,Sachs,Sachs,2;0.19,NA,single_child,,,,,,,,
Sachs,Sachs/n40,Sachs,Sachs,2;0.26,NA,single_child,,,,,,,,
Sachs,Sachs/n50,Sachs,Sachs,2;2.0,NA,single_child,,,,,,,,
Sachs,Sachs/n51,Sachs,Sachs,2;2.25,NA,single_child,,,,,,,,
Sachs,Sachs/n52na,Sachs,Sachs,2;3.0,NA,single_child,,,,,,,,
Sachs,Sachs/n54,Sachs,Sachs,2;3.19,NA,single_child,,,,,,,,
Sachs,Sachs/n55na,Sachs,Sachs,2;3.21,NA,single_child,,,,,,,,
Sachs,Sachs/n65na,Sachs,Sachs,2;6.04,NA,single_child,,,,,,,,
Sachs,Sachs/n70,Sachs,Sachs,2;8.23,NA,single_child,,,,,,,,
Sachs,Sachs/n72,Sachs,Sachs,2;9.21,yes,single_child,,,2,9,21,03/29/71,"Thursday, June 06, 1968",
Sachs,Sachs/n75,Sachs,Sachs,2;9.7,yes,single_child,,,2,9,7,03/15/71,"Thursday, June 06, 1968",
Sachs,Sachs/n76,Sachs,Sachs,2;11.12,yes,single_child,,,2,11,12,05/20/71,"Thursday, June 06, 1968",
Snow,Snow/790216bx,Snow,Snow,2;6.0,NA,single_child,,,,,,,,
Snow,Snow/790216cx,Snow,Snow,2;6.0,NA,single_child,,,,,,,,
Snow,Snow/790304bx,Snow,Snow,2;6.19,NA,single_child,,,,,,,,
Snow,Snow/790420a,Snow,Snow,2;8.0,NA,single_child,,,,,,,,
Snow,Snow/790505a,Snow,Snow,2;11.0,NA,single_child,,,,,,,,
Snow,Snow/790922b,Snow,Snow,3;1.06,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the01b,Soderstrom,Soderstrom/The,0;6.15,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the02b,Soderstrom,Soderstrom/The,0;6.23,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the03b,Soderstrom,Soderstrom/The,0;6.29,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the03c,Soderstrom,Soderstrom/The,0;6.29,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the04b,Soderstrom,Soderstrom/The,0;7.08,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the06b,Soderstrom,Soderstrom/The,0;7.19,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the06c,Soderstrom,Soderstrom/The,0;7.19,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the06d,Soderstrom,Soderstrom/The,0;7.19,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the07d,Soderstrom,Soderstrom/The,0;7.26,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the08a,Soderstrom,Soderstrom/The,0;8.05,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the08b,Soderstrom,Soderstrom/The,0;8.05,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the08c,Soderstrom,Soderstrom/The,0;8.05,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the09b,Soderstrom,Soderstrom/The,0;8.09,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the10a,Soderstrom,Soderstrom/The,0;8.18,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the11a,Soderstrom,Soderstrom/The,0;8.23,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the11b,Soderstrom,Soderstrom/The,0;8.23,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the11c,Soderstrom,Soderstrom/The,0;8.23,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the11d,Soderstrom,Soderstrom/The,0;8.23,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the12,Soderstrom,Soderstrom/The,0;9.00,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the13a,Soderstrom,Soderstrom/The,0;9.09,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the14a,Soderstrom,Soderstrom/The,0;9.15,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the14d,Soderstrom,Soderstrom/The,0;9.15,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the15a,Soderstrom,Soderstrom/The,0;10.11,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the15b,Soderstrom,Soderstrom/The,0;10.11,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the15c,Soderstrom,Soderstrom/The,0;10.11,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the16,Soderstrom,Soderstrom/The,1;0.17,NA,single_child,,,,,,,,
Soderstrom_the,Soderstrom/the17a,Soderstrom,Soderstrom/The,1;0.28,NA,single_child,,,,,,,,
Suppes_nina,Suppes/nina01,Suppes,Suppes,1;11.16,NA,single_child,,,,,,,,
Suppes_nina,Suppes/nina02,Suppes,Suppes,1;11.24,NA,single_child,,,,,,,,
Suppes_nina,Suppes/nina03,Suppes,Suppes,1;11.29,NA,single_child,,,,,,,,
Suppes_nina,Suppes/nina04,Suppes,Suppes,2;0.03,NA,single_child,,,,,,,,
Suppes_nina,Suppes/nina07,Suppes,Suppes,2;0.24,NA,single_child,,,,,,,,
Suppes_nina,Suppes/nina11,Suppes,Suppes,2;1.22,NA,single_child,,,,,,,,
Suppes_nina,Suppes/nina12,Suppes,Suppes,2;1.29,NA,single_child,,,,,,,,
Suppes_nina,Suppes/nina13,Suppes,Suppes,2;2.06,NA,single_child,,,,,,,,
Suppes_nina,Suppes/nina14,Suppes,Suppes,2;2.12,NA,single_child,,,,,,,,
Suppes_nina,Suppes/nina15,Suppes,Suppes,2;2.28,NA,single_child,,,,,,,,
Suppes_nina,Suppes/nina16,Suppes,Suppes,2;3.05,NA,single_child,,,,,,,,
Suppes_nina,Suppes/nina17,Suppes,Suppes,2;3.14,NA,single_child,,,,,,,,
Suppes_nina,Suppes/nina18,Suppes,Suppes,2;3.18,NA,single_child,,,,,,,,
Suppes_nina,Suppes/nina19,Suppes,Suppes,2;3.28,NA,single_child,,,,,,,,
Suppes_nina,Suppes/nina21,Suppes,Suppes,2;4.12,NA,single_child,,,,,,,,
Suppes_nina,Suppes/nina23,Suppes,Suppes,2;4.26,NA,single_child,,,,,,,,
Suppes_nina,Suppes/nina27,Suppes,Suppes,2;5.24,NA,single_child,,,,,,,,
Suppes_nina,Suppes/nina28,Suppes,Suppes,2;5.25,NA,single_child,,,,,,,,
