	(u'aa',)	(u'ae',)	(u'ah',)	(u'ao',)	(u'aw',)	(u'ax',)	(u'ay',)	(u'b',)	(u'ch',)	(u'd',)	(u'dh',)	(u'eh',)	(u'er',)	(u'ey',)	(u'f',)	(u'g',)	(u'hh',)	(u'ih',)	(u'iy',)	(u'jh',)	(u'k',)	(u'l',)	(u'm',)	(u'n',)	(u'ng',)	(u'ow',)	(u'oy',)	(u'p',)	(u'r',)	(u's',)	(u'sh',)	(u't',)	(u'th',)	(u'uh',)	(u'uw',)	(u'v',)	(u'w',)	(u'y',)	(u'z',)
(u'dh',)	0	0.0241125	0	0	0	0.00119074074074	0	0.4501	0	1	0.0826714285714	0.0	0.0	0.0	0	0	0.09645	0	0.0	0	0	0	0	0.7073	0	0.0643	0	0	0	0.5787	0	0.0	0	0	0	0	0	0	0.0
(u'eh',)	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0	0	0.0
(u'er',)	0	1	0	0	0.0723375	0.03616875	1	1	0	1	0	0.0	0	0	0.1929	0.28935	0.86805	0	0.0	0	0.5787	0.2572	0.09645	0	0	0.28935	0	0.5787	0.86805	0.200319230769	0	0.0	0	0	0	0	1	0	0.0
(u'ey',)	0.4501	0	0	0	0	0.112525	1	0.3938375	0	0	0	0	0.0	0	0	0.22505	0	0	0	0.22505	0.112525	0.600133333333	0	1	0	0.4501	0	0	0	0	1	0.0	0	0	0	0.0	0.4501	1	0.0
(u'f',)	0.09645	0.28935	0.0	0.09645	0	0.048225	0.5787	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.7716	0	0	0	0.0643	0	0	0.144675	0	1	0	0	0	0.0	0	0	1	0
(u'g',)	0.0643	0	0	0.080375	0	0.00459285714286	0	0	0	0.80375	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0	0.117883333333	0	0.016075	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0
(u'hh',)	0.0	0.0	0	0	0.0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u'ih',)	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0
(u'iy',)	0	0	0.0	1	0	0.0375083333333	1	0.3938375	0.0	0.234427083333	0.67515	0	0.0	0	0.0500111111111	0.112525	0.042196875	0.09645	0.0	0.0750166666667	0.0750166666667	0.0643	0.0375083333333	0.165036666667	0	0	0	0.0562625	0.09645	0.1687875	1	0.0	0.0	0	0	0.0	0.22505	1	0.0
(u'jh',)	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0
(u'k',)	0.05144	0.15432	0.0	0.107166666667	0.1286	0.0107166666667	1	0	0.0	0	0.28935	0	0.0	0.0	0	0	0.1929	0.048225	0.0	0	0.2572	0.171466666667	0.1286	0	0	0	0	0	0	0.0526090909091	0.275571428571	0.0	0.0	0.0	0	0	0.9002	1	0
(u'l',)	0.0750166666667	0.9002	0.0	1	0.22505	0.112525	0.22505	0.19691875	0	1	0.5063625	0.0	0.0	0.0	0.112525	0.0750166666667	0.337575	0.048225	0.0	0.22505	0.112525	0	0.112525	1	0	0.0643	0	0.112525	0.22505	0.5063625	1	0.0	0.0	0.0	0.0	0	0	1	0.0
(u'm',)	0	1	0.0	0.48225	0.3858	0.1929	1	0.9002	0	1	1	0.0	0	0.0	0	0	1	0.3858	0.0	0	0.7716	0	0.1929	1	0	0.2572	0	0.7716	1	0	1	0.0	0.0	0	0.0	0	1	0	0.0
(u'n',)	0.0428666666667	1	0.0	0.401875	0.3215	0.0401875	0.857333333333	0.562625	0.0	0.131762295082	0.18084375	0.0	0.0	0	0.16075	0	0.1205625	0.48225	0.0	0.3215	0.643	1	0.3215	1	0	0.0207419354839	0	0.643	0.48225	0.5787	1	0.0	0.0	0	0.0	0	1	1	0.0
(u'ng',)	0	0.9645	0	0	0	0.080375	0	0	0.0	1	0.48225	0.0	0	0	0.3215	0	0.16075	0.09645	0	0	0.0114821428571	0	0.16075	1	0	0	0	0	0	0	1	0.0	0.0	0	0	0	1	1	0.0
(u'ow',)	0	0	0	0	0	0.16075	1	1	0	1	0.620035714286	0	0	0	0	0	0	0.3616875	0	0	0.3215	1	0.1205625	0.196472222222	0	0	0	0	0	1	1	0	0	0	0	0.0	1	1	0.0
(u'oy',)	0	0.3858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2572	0	0.176825	0	0	0	0	0	0.144675	0	0	0	0	0	0	0	0	0.0
(u'p',)	0.0643	0.643	0.0	0.80375	0	0.0535833333333	0	1	0	1	0	0.0	0	0	0	0	0.48225	0.09645	0.0	0	0	0.142888888889	0	0	0	0	0.0	0.3215	0.1205625	0.48225	0	0.0	0	0.0	0	0.0	1	0	0
(u'r',)	0.150033333333	0.245509090909	0.0	1	0.22505	0.0204590909091	0.415476923077	0	0.0	1	0.67515	0.0	0.0	0	0.4501	0	0.67515	0.0562625	0.0	0	0.4501	0.9002	0.22505	0.825183333333	0	0.150033333333	0	0	0	1	1	0.0	0.0	0	0.0	0	0	1	0.0
(u's',)	1	1	0.0	0.3215	0.5144	0.03215	1	0	0	1	0.92592	0.0	0.0	0.0	0.5144	0.5144	0.5144	0.2572	0.0	0.5144	0	1	0.0857333333333	1	0	0.0857333333333	0	1	0.7716	1	1	0.0	0.0	0	0	0	1	0	0
(u'sh',)	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0
(u't',)	0	0.73945	0.0	0.616208333333	0.73945	0.0105635714286	1	1	0	1	0.5545875	0.0	0.0	0.0	1	0.73945	0.27729375	0.158453571429	0.0	0	0.369725	0.73945	0.14789	0.677829166667	0	0.73945	0.0	0.73945	0.100834090909	0.133101	1	0.0	0.0	0	0.0	0	0.862691666667	1	0
(u'th',)	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
(u'uh',)	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0
(u'uw',)	0	0	0	0	0	0.0183714285714	1	0	0.0	0.80375	0.28935	0	0	0	0	0	0.3858	0.1286	0	0	0.1286	0	0.03215	0.35365	0	0	0	0.0643	0.3858	0.23148	0	0.0	0.0	0	0	0.0	0.600133333333	0.28292	0.0
(u'v',)	0	0	0	0	0	0.00357222222222	0	0.22505	0	0.267916666667	0.09645	0.0	0.0	0	0.0643	0	0.09645	0	0	0	0.0643	0.1286	0.03215	0	0	0	0.0	0.0643	0.048225	0.28935	0	0.0	0.0	0	0	0	0.4501	0.7073	0.0
(u'w',)	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0
(u'y',)	0.0	0.0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u'z',)	0.93235	1	0.0	1	0.466175	0.0717192307692	1	1	0	1	0.493597058824	0.0	0.0	0	0	0	0.55941	0.215157692308	0.0	0.93235	0.93235	1	0.155391666667	0.788911538462	0	0	0	0.37294	1	1	0.822661764706	0.0	0	0	0	0	1	1	0
