	(u'aa',)	(u'ae',)	(u'ah',)	(u'ao',)	(u'aw',)	(u'ax',)	(u'ay',)	(u'b',)	(u'ch',)	(u'd',)	(u'dh',)	(u'eh',)	(u'er',)	(u'ey',)	(u'f',)	(u'g',)	(u'hh',)	(u'ih',)	(u'iy',)	(u'jh',)	(u'k',)	(u'l',)	(u'm',)	(u'n',)	(u'ng',)	(u'ow',)	(u'oy',)	(u'p',)	(u'r',)	(u's',)	(u'sh',)	(u't',)	(u'th',)	(u'uh',)	(u'uw',)	(u'v',)	(u'w',)	(u'y',)	(u'z',)
(u'm',)	0.0258681818182	0	0	0.0105388888889	0.0	0	0.3794	1	0	0	0	0	0	0	0	0.06775	0.09485	0.0632333333333	0.0	0.1897	0	0	0	0.3794	0	0.85365	0	0.126466666667	0	1	0	0	0	0	0	0	0	0	0
(u'n',)	0.271	0	0.0	0	0.0	0.0	0	1	0	0.361333333333	0.542	0	0	0	0	0	0.542	0	0.0	0.1355	0	0	0.0	0	0	0.542	0	0	0	1	0	0.0271	0	0	0	0	0	1	0
(u'ng',)	0	0	0.0	0	0	0.0	0	0	0	1	0.9485	0	0	0	0	0	0	0.542	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0.1355	0	0	0	0	0	0	0
(u'ow',)	0	0	0	0	0	0.0	0	0	0	1	1	0	0	0	0	0.1863125	0	1	0.0	0	0.53658	1	0	0.1084	0	1	0	1	0	0.968825	0	0	0	0	0	0	1	1	0.0
(u'oy',)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
(u'p',)	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0542	0	0	0	0	0.1897	0	0	0	0	0	0	0.00903333333333	0.17615	0	0.0271	0	0.0	0	0	0	0.47425	0
(u'r',)	0.44715	0.1863125	0.0	0.14905	0	0.0	0	0.5962	0	0	0.521675	0.0	0.0	0	0.0	0.372625	0.0993666666667	0.11924	0.0	0.0271	1	0	0.0	0	0	0	0	0	0	0.968825	0	0	0	0	1	0	0	0.579638888889	0.0
(u's',)	0.04065	0.06775	0.0	0.006775	0.0	0.0	0.0180666666667	0	0	0	0.1897	0.0	0.0	0.0	0	0.033875	0	0.01355	0.0	0	0	0.09485	0.0	0	0	0.0813	0	0.0180666666667	0	0.088075	0	0.000797058823529	0	0	0	0	0.3252	0.47425	0
(u'sh',)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u't',)	0.25745	0.643625	0.0	0.128725	0.0	0.0	0	0.25745	0	0.386175	0.277253846154	0.0	0.0	0.0	0.0	0.429083333333	0.0572111111111	0.343266666667	0.0	0	1	0.4505375	0.0	0	0	0	0.0	1	0.25745	0.159373809524	0.0	0.128725	0	0	0.56639	0	1	1	0
(u'th',)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0542	0	0	0	0	0	0	0	0	0	0	0.01355	0	0	0	0	0	0	0	0	0	0
(u'uh',)	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0
(u'uw',)	0.0271	0	0	0.0542	0	0.0	0	0.3252	0	0.0542	0.7588	0	0	0	0	0.033875	0.0542	0	0	0	0.3252	0.1897	0.0	0.0240888888889	0	0.0886909090909	0	0.0542	0	0.0542	0	0.01355	0	0	0	0	0.4336	1	0
(u'v',)	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0.0	0	0
(u'w',)	0.0	0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0
(u'y',)	0	0.0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u'z',)	0	0	0	0.1355	0.0	0.0	0.542	1	0	0	0.316166666667	0	0	0	0.0	0	0	0.271	0	0	0	0	0	0.271	0	0	0	0	0.1355	0	0	0.06775	0	0	0	0.0	1	1	0
