	(u'aa',)	(u'ae',)	(u'ah',)	(u'ao',)	(u'aw',)	(u'ax',)	(u'ay',)	(u'b',)	(u'ch',)	(u'd',)	(u'dh',)	(u'eh',)	(u'er',)	(u'ey',)	(u'f',)	(u'g',)	(u'hh',)	(u'ih',)	(u'iy',)	(u'jh',)	(u'k',)	(u'l',)	(u'm',)	(u'n',)	(u'ng',)	(u'ow',)	(u'oy',)	(u'p',)	(u'r',)	(u's',)	(u'sh',)	(u't',)	(u'th',)	(u'uh',)	(u'uw',)	(u'v',)	(u'w',)	(u'y',)	(u'z',)
(u'ih',)	0	0	0	0	0	0	0	0.0	0	0.0	0.0	0	0	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0	0.0
(u'iy',)	0	1	0	0.636525	0	0.079565625	0	0.76383	0	0.0	0	0	0	0	1	0.238696875	1	1	0	0	0.16974	1	1	0	0	0	0	0.4455675	1	0.727457142857	0	0.113665178571	0	0	0	0	1	1	0.0
(u'jh',)	0	0.170775	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(u'k',)	0.698625	0.0609910714286	0.0	0	0	0.01725	0	0.9315	0	0	0	0	0.0	0.0	0	0	0	0.3105	0.0	0	0.621	0.5821875	0.698625	0	0	0.543375	0	0	0.1940625	0.2484	0	0	0	0	0	0	0	0.46575	0
(u'l',)	1	1	0.0	0.1863	0.0	0.03726	0.27945	0.1242	0	0.0	0.65205	0.0	0	0.0	0.9315	0.1863	0	0.05589	0.0	0.09315	0.3726	0	0	0	0	0.4347	0	0.26082	0	1	0	0	0	0.0	0	0	1	0	0.0
(u'm',)	0.1630125	0.149428125	0.0	0.0543375	0.0	0	0.0543375	0	0	0	0	0.0	0	0	0	0	1	0.65205	0.0	0	0.4347	0	0	0	0	0	0	0.760725	0	0.8694	0	0	0	0	0.21735	0	0	0	0
(u'n',)	0	0	0.0	0	0.0	0.03493125	0	0.419175	0	0.0	0.4890375	0	0	0	0.3493125	0	0.80341875	0	0.0	0	0.5589	0	1	0	0	0.326025	0	0	0	0.22356	0.0	0.0332678571429	0.27945	0	0	0	1	1	0.0
(u'ng',)	0	0	0	0	0	0.03105	0	0	0	0	0	0	0	0	0.05175	0	0.357075	0	0	0	0.1242	0.46575	0	0	0	0	0	0	0	0.2484	0	0.0119423076923	0	0	0	0	0.7452	0	0.0
(u'ow',)	0	1	0	0	0	0.0109588235294	0.5589	0.3726	0	0	0.4347	0	0	0	0	0	0	0.5589	0	0	0.09315	0.399214285714	0.16767	0.1863	0	0	0	1	0	0.2484	0	0	0	0	0	0.1863	1	1	0.0
(u'p',)	0.0	0.0	0	0	0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0.0	0	0	0	0	0
(u'r',)	0.22356	0.1518	0.0	0	0	0.0177428571429	0.3726	0.14904	0	0.0	0.2484	0.0	0	0.0	0.621	0.09315	1	0.0677454545455	0.0	0.1242	0.0709714285714	0	0.5589	0	0	0.158072727273	0	0	0	0.2484	0.0	0	0	0	0	0	0.9936	0.143307692308	0.0
(u's',)	0	0	0.0	0.09315	0	0.00846818181818	0.05589	0.5589	0.0	0	0.65205	0.0	0	0	0	0.0698625	1	0.139725	0.0	0	0.1863	0.232875	0.419175	0.15525	0	0.1630125	0	0.65205	0.46575	0.106457142857	0	0.01940625	0	0	0	0.1863	0.09315	0	0
(u'sh',)	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(u't',)	1	1	0.0	0.4347	0	0.00905625	0	0.4347	0	0.0	0.3803625	0.0	0.0	0.0	0	0.26082	1	0.21735	0.0	0	0	1	0	0	0	1	0	0.4347	0.4347	0.2484	0	0.4347	0	0	0.8694	0	1	0	0
(u'th',)	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
(u'uh',)	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0
(u'uw',)	0.0199607142857	0	0	0	0	0.015525	0	0	0	0.0	0	0	0	0	0.0388125	0.00358269230769	0	0.09315	0	0	0.03105	0.077625	0.139725	0	0	0.21735	0	0.021735	0	0	0	0.015525	0	0	0	0	0	0	0
(u'v',)	0	0	0	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(u'w',)	0.0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u'y',)	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u'z',)	0	1	0	0	0	0.1863	0	0	0.0	0.0	1	0	0.0	0	0.621	1	0	1	0.0	0.3726	1	0	1	0.46575	0	0	0	1	0	0.9936	0	0	0	0	0	0	0	1	0
